p	M_p	T_p_minus_1
135781	-8	-19.3608083398
135787	-10	-21.0600275575
135799	-7	-19.9932324200
135829	-7	-19.4615851764
135841	-12	-22.5879610356
135851	-14	-24.5867464128
135859	-13	-23.8426512672
135887	-9	-20.8410422974
135893	-8	-20.7940001704
135899	-9	-21.4132157754
135911	-13	-23.6192185557
135913	-14	-24.5478709189
135929	-12	-23.6441163341
135937	-14	-24.9854238973
135977	-10	-21.5570542001
135979	-10	-22.2281701158
136013	-6	-18.6016760497
136027	-8	-18.5403529883
136033	-6	-17.8475772180
136043	-11	-21.0055035965
136057	-12	-21.6140700960
136067	-13	-21.7801600314
136069	-14	-22.9250214242
136093	-14	-23.4183435593
136099	-15	-24.4526948403
136111	-17	-25.3020434703
136133	-16	-23.4339134972
136139	-20	-26.4383371464
136163	-19	-24.8161425563
136177	-20	-25.8876528471
136189	-20	-25.5434395826
136193	-23	-27.5501096207
136207	-20	-25.9933190992
136217	-19	-26.1612334517
136223	-18	-25.9433192264
136237	-16	-23.9443913366
136247	-14	-22.1472860871
136261	-18	-24.6645846481
136273	-20	-25.6255211652
136277	-22	-26.8100869139
136303	-18	-23.7254697928
136309	-17	-23.0427282732
136319	-17	-23.7673591464
136327	-17	-23.7630941375
136333	-19	-24.7108122576
136337	-20	-25.5817149381
136343	-18	-24.4925020937
136351	-19	-25.2035333582
136361	-21	-26.6425844580
136373	-25	-29.7947071392
136379	-28	-31.2856488601
136393	-26	-30.6577145343
136397	-28	-31.7729952317
136399	-28	-32.4441267732
136403	-31	-34.4951642484
136417	-30	-34.6247850298
136421	-31	-35.5839599903
136429	-29	-34.2666092345
136447	-32	-36.7112868126
136453	-34	-38.2533627926
136463	-34	-39.1339531717
136471	-34	-39.9316941348
136481	-32	-39.8601827263
136483	-33	-40.8466351522
136501	-32	-38.9818592594
136511	-35	-40.4760107316
136519	-32	-38.4879463030
136523	-32	-38.9156358156
136531	-32	-39.1280125988
136537	-34	-40.4607042203
136541	-36	-42.2250228119
136547	-37	-43.0849947061
136559	-36	-43.0247827372
136573	-32	-40.5715830137
136601	-37	-42.0076454583
136603	-38	-43.1187346078
136607	-39	-43.9363568238
136621	-41	-45.4390275354
136649	-40	-43.3980371117
136651	-41	-44.3447550041
136657	-41	-45.3673386368
136691	-34	-38.1693147779
136693	-35	-39.2248483862
136709	-37	-40.5341078885
136711	-38	-41.5446338193
136727	-43	-44.3134329704
136733	-42	-43.5115537686
136739	-42	-43.6582966109
136751	-47	-48.0587256910
136753	-48	-49.0903084100
136769	-46	-47.7773696431
136777	-48	-48.3223831778
136811	-48	-48.2177234439
136813	-49	-49.0640454039
136841	-47	-48.7264648573
136849	-50	-50.3695925776
136859	-52	-51.4066913526
136861	-53	-52.2734091664
136879	-57	-55.1735670156
136883	-59	-56.8377823470
136889	-61	-58.9450180168
136897	-58	-57.3039269405
136943	-57	-53.7008801091
136949	-59	-55.4428335092
136951	-60	-56.4907269009
136963	-59	-55.0802659836
136973	-59	-55.5257768859
136979	-57	-54.9288829705
136987	-56	-54.8197668067
136991	-58	-56.5950036308
136993	-59	-57.6158150650
136999	-59	-58.0788915349
137029	-52	-52.4164821831
137077	-48	-48.3107637754
137087	-48	-48.2380621415
137089	-49	-49.2366542867
137117	-53	-49.8357835517
137119	-55	-51.1690950060
137131	-55	-51.3759082669
137143	-54	-50.3817610195
137147	-55	-51.2504139677
137153	-57	-52.9687051308
137177	-59	-53.0637614991
137183	-61	-54.4189500808
137191	-62	-55.0521131398
137197	-62	-55.8214763360
137201	-63	-56.7151162002
137209	-64	-57.7992943551
137219	-65	-58.2460580027
137239	-64	-57.5371679883
137251	-66	-58.1333984211
137273	-63	-54.8205696072
137279	-62	-54.9404387768
137303	-66	-57.2974835408
137321	-70	-59.4021675881
137339	-64	-55.8917724172
137341	-65	-56.9295108765
137353	-67	-57.9356993452
137359	-69	-59.1250576848
137363	-70	-60.0239406104
137369	-71	-61.1593928868
137383	-71	-61.7372938715
137387	-73	-63.1740127466
137393	-75	-65.3335370493
137399	-74	-65.0069550829
137413	-75	-64.8369834158
137437	-77	-66.1351283272
137443	-79	-66.7069266464
137447	-81	-67.9863567926
137453	-82	-69.4928398106
137477	-79	-68.6113510793
137483	-78	-68.1053948633
137491	-80	-70.5994778353
137507	-79	-70.0100350378
137519	-83	-71.6152154180
137537	-80	-68.3859568940
137567	-74	-63.3787099468
137573	-76	-64.6397334062
137587	-75	-64.7337652465
137593	-75	-64.2529228227
137597	-78	-66.5235449392
137623	-81	-66.6108717921
137633	-81	-66.2012251899
137639	-81	-66.6276073182
137653	-78	-65.0216028488
137659	-80	-65.8994890533
137699	-77	-62.8658525355
137707	-77	-63.0329298067
137713	-78	-64.5105025603
137723	-81	-65.2825765418
137737	-82	-66.7149875950
137743	-82	-66.7966898108
137771	-81	-65.3329179473
137777	-80	-64.8543942218
137791	-81	-64.5254322045
137803	-79	-63.2382380266
137827	-79	-63.0102762231
137831	-80	-63.4035711033
137849	-82	-64.6929813883
137867	-83	-65.2378518770
137869	-84	-66.4044967836
137873	-84	-66.8598033416
137909	-75	-58.3756097884
137911	-75	-59.1089938794
137927	-73	-57.5403212790
137933	-73	-57.5784406939
137941	-73	-57.4481016064
137947	-73	-58.6272327004
137957	-75	-59.6874351636
137983	-79	-60.9019587702
137993	-80	-61.1670293863
137999	-80	-61.4189116708
138007	-81	-62.1234625252
138041	-81	-60.5682558512
138053	-83	-61.2512177483
138059	-84	-61.7225852441
138071	-85	-62.3546538683
138077	-85	-62.5517330108
138079	-86	-63.5887483209
138101	-84	-61.7750727447
138107	-88	-64.5541634045
138113	-88	-64.7004746661
138139	-88	-64.7292897729
138143	-89	-65.7346116715
138157	-88	-64.9155788524
138163	-90	-65.6752213233
138179	-86	-62.7783973070
138181	-87	-63.7943692276
138191	-89	-66.4184727953
138197	-92	-68.3222212114
138209	-95	-70.0435477007
138239	-87	-64.0483140569
138241	-88	-65.0483646934
138247	-90	-66.4271520165
138251	-91	-67.3049603702
138283	-87	-63.1189033111
138289	-86	-62.6909236597
138311	-89	-64.5676067882
138319	-91	-65.2604123429
138323	-91	-65.9116547104
138337	-92	-67.4250293574
138349	-89	-65.3557823006
138371	-87	-62.8865540176
138373	-88	-63.7328740823
138389	-91	-65.9448080357
138401	-95	-68.4304404398
138403	-96	-69.3969076874
138407	-97	-70.6444255821
138427	-96	-67.4301590109
138433	-96	-67.6981829092
138449	-94	-66.2450090298
138451	-95	-67.2935391850
138461	-96	-68.0713461363
138469	-95	-67.8187365252
138493	-94	-68.0926101166
138497	-93	-68.1319148127
138511	-92	-68.0400469738
138517	-92	-68.8013233977
138547	-93	-70.0010107065
138559	-89	-67.2531105348
138563	-90	-68.0814787618
138569	-92	-69.3059647627
138571	-94	-70.5622900856
138577	-96	-72.4751524651
138581	-99	-74.4871057070
138587	-99	-74.8519566823
138599	-104	-78.3686354703
138617	-106	-79.1881845923
138629	-105	-78.3326373886
138637	-103	-77.4833065990
138641	-106	-79.6758097506
138647	-106	-79.6690625679
138661	-108	-80.7803968866
138679	-104	-77.8533326981
138683	-104	-78.6635705818
138727	-105	-77.1983241339
138731	-108	-79.1329987514
138739	-107	-78.4848220556
138763	-109	-78.7766648927
138793	-104	-74.0573900653
138797	-105	-75.2499565720
138799	-106	-76.1490833606
138821	-102	-72.3840886645
138829	-103	-73.2689092020
138841	-99	-70.6340235893
138863	-101	-71.8242804971
138869	-102	-72.8276577110
138883	-98	-69.8898772251
138889	-96	-68.8300210788
138893	-99	-71.0648247569
138899	-99	-71.2128840701
138917	-96	-68.7412861643
138923	-98	-70.2760950761
138937	-98	-70.7858710493
138959	-98	-71.0013964089
138967	-98	-70.6364372007
138977	-97	-69.7129267164
139021	-89	-61.7413850500
139033	-91	-62.0627018441
139067	-89	-56.7242756673
139079	-90	-58.1539404979
139091	-89	-57.4767427890
139109	-93	-59.3220573253
139121	-90	-58.0137033769
139123	-91	-58.9053021175
139133	-94	-60.6692129783
139169	-98	-61.2933939336
139177	-99	-62.5333807326
139187	-100	-63.6733498713
139199	-96	-60.7253222396
139201	-97	-61.7237058602
139241	-101	-61.3097526838
139267	-95	-56.2124790279
139273	-96	-57.5383232615
139291	-99	-60.2764959648
139297	-102	-62.7215162588
139301	-104	-64.3694969454
139303	-105	-65.2609486115
139309	-104	-65.3779037130
139313	-106	-66.9276195463
139333	-103	-64.5303859221
139339	-103	-65.5083137629
139343	-102	-65.6261872918
139361	-103	-67.0684933926
139367	-107	-69.2902990846
139369	-108	-70.3736108921
139387	-109	-71.0874131830
139393	-109	-71.2479126107
139397	-110	-72.0311957269
139409	-111	-72.8079162533
139423	-108	-70.9425377430
139429	-107	-70.5293140845
139439	-104	-69.7686532337
139457	-108	-73.2871462504
139459	-108	-73.9842521891
139483	-103	-69.6080705975
139487	-104	-70.3511845942
139493	-105	-71.3075219293
139501	-105	-71.4534316101
139511	-103	-69.7733835941
139537	-99	-68.7271901062
139547	-100	-68.9513090498
139571	-95	-65.1230095236
139589	-95	-64.4888051842
139591	-96	-65.5151609403
139597	-95	-65.1234579530
139609	-93	-63.8917071214
139619	-94	-64.3773864366
139627	-98	-67.6485683659
139661	-92	-63.7623571292
139663	-93	-64.8734467599
139681	-90	-61.4192642517
139697	-85	-58.2438392552
139703	-86	-58.8627835643
139709	-85	-58.9991833324
139721	-82	-57.6930185073
139729	-83	-57.8488429848
139739	-84	-58.5357208735
139747	-87	-60.1945847236
139753	-90	-62.7468611836
139759	-90	-62.3856907936
139787	-96	-65.9916042704
139801	-95	-65.8874420544
139813	-93	-64.2131775892
139831	-91	-61.8881890190
139837	-92	-62.2504031896
139861	-94	-62.5460922357
139871	-95	-63.5007479960
139883	-92	-61.0064229858
139891	-93	-62.2669780627
139901	-95	-64.2452143700
139907	-95	-64.6234191430
139921	-92	-62.6872447840
139939	-86	-58.4554012013
139943	-88	-60.1818698237
139967	-88	-58.8600054162
139969	-89	-59.8599839827
139981	-88	-60.2805799363
139987	-88	-60.7672160647
139991	-89	-61.7468062203
139999	-90	-62.6413212141
140009	-87	-60.8762632272
140053	-83	-56.5887993490
140057	-86	-58.5154610105
140069	-87	-58.8203525609
140071	-87	-59.6092509688
140111	-83	-55.2476598635
140123	-82	-54.5859700979
140143	-82	-53.6783761300
140159	-80	-51.5999092441
140167	-80	-52.1240405337
140171	-79	-52.1712442686
140177	-80	-52.8308857098
140191	-81	-53.9426299270
140197	-84	-56.2673287854
140207	-85	-57.3026838943
140221	-84	-55.9144085991
140227	-86	-57.5673911711
140237	-86	-58.2253807909
140249	-84	-57.4277286178
140263	-84	-57.5550965853
140269	-85	-59.3987369556
140281	-83	-58.5682665176
140297	-79	-56.0452153991
140317	-73	-52.0278229504
140321	-75	-53.4492017051
140333	-75	-52.1670650861
140339	-75	-52.8386857379
140351	-74	-51.7285298673
140363	-70	-49.7940162368
140381	-73	-53.3310016475
140401	-75	-54.5094366424
140407	-74	-54.7782608813
140411	-74	-55.0526183187
140417	-76	-56.9533952239
140419	-77	-57.8465072180
140423	-78	-58.8298335525
140443	-74	-56.6323745844
140449	-74	-57.0423875434
140453	-74	-57.1557525100
140473	-72	-56.3840463038
140477	-72	-56.7849554029
140521	-70	-53.6383837775
140527	-73	-55.5284020222
140533	-75	-56.4630107441
140549	-78	-59.2724214137
140551	-79	-60.2191378847
140557	-80	-60.7395719209
140587	-85	-63.0767535060
140593	-84	-63.0378210702
140603	-82	-60.9380607903
140611	-87	-64.6917438562
140617	-89	-65.7409559617
140627	-88	-65.8378707704
140629	-89	-67.0045161042
140639	-89	-66.5166772858
140659	-92	-69.1535603919
140663	-94	-70.2372674998
140677	-98	-72.6350987239
140681	-100	-74.1948367350
140683	-102	-75.5281487436
140689	-100	-74.3803084779
140717	-99	-74.8407891545
140729	-102	-76.8628166579
140731	-102	-77.5961997318
140741	-108	-82.0426469195
140759	-102	-77.3632384562
140761	-103	-78.3832370353
140773	-105	-81.5813493511
140779	-107	-83.0511744832
140797	-108	-83.8582027239
140813	-103	-79.4830878386
140827	-102	-78.6060782892
140831	-103	-79.2002980816
140837	-103	-79.6825132208
140839	-105	-81.0158252530
140863	-100	-77.1188528854
140867	-101	-78.2376861246
140869	-102	-79.2806128361
140891	-98	-76.7176251700
140893	-99	-77.5545995901
140897	-101	-78.8211774386
140909	-100	-77.9605048534
140929	-100	-79.1431489237
140939	-103	-82.7487848447
140977	-101	-79.3259315802
140983	-100	-78.7108770176
140989	-103	-80.5360946243
141023	-96	-75.2769058380
141041	-102	-78.3047953816
141061	-97	-74.3760961522
141067	-101	-77.0747295941
141073	-104	-78.7984922200
141079	-102	-78.2479205173
141101	-100	-78.1600829043
141107	-100	-78.0137485489
141121	-100	-77.8822884533
141131	-98	-76.6931891224
141157	-90	-71.1561733567
141161	-93	-73.4124545417
141179	-87	-70.6777599002
141181	-88	-71.8001497570
141199	-89	-72.2987526821
141209	-92	-74.4033481209
141221	-92	-74.2945907046
141223	-94	-75.6279027948
141233	-96	-77.3724957066
141241	-97	-77.8920647505
141257	-95	-76.1449680464
141263	-94	-75.4886830210
141269	-95	-76.5404170395
141277	-97	-77.0498502638
141283	-95	-75.9429731873
141301	-93	-73.1406506061
141307	-94	-74.5632789300
141311	-94	-75.1347791096
141319	-95	-76.0912355756
141353	-101	-80.0573152376
141359	-101	-80.5952440084
141371	-102	-81.9418835841
141397	-100	-79.0616885824
141403	-103	-81.2159274101
141413	-100	-78.8407116201
141439	-93	-73.7012071148
141443	-94	-74.4576466622
141461	-96	-75.4274348744
141481	-99	-75.3052796635
141497	-100	-75.3049642365
141499	-101	-76.2098038808
141509	-101	-76.4566787216
141511	-103	-77.7153671534
141529	-99	-74.2212400575
141539	-98	-73.7395150644
141551	-97	-73.8316887633
141587	-98	-72.5455179479
141601	-103	-75.1598608042
141613	-108	-79.5268867714
141619	-108	-79.6826203634
141623	-108	-79.8561523209
141629	-111	-81.7120181513
141637	-112	-82.7090392478
141649	-112	-83.0293642668
141653	-113	-84.1013642224
141667	-117	-87.4502368842
141671	-117	-88.3182364688
141677	-120	-90.5520718404
141679	-121	-91.4477154830
141689	-121	-92.0902539950
141697	-122	-93.4880343436
141707	-125	-95.8594586565
141709	-126	-96.8391281176
141719	-129	-99.8735021791
141731	-128	-98.7699053933
141761	-118	-90.6940328047
141767	-121	-92.7275538707
141769	-122	-93.7024353671
141773	-123	-94.5580573894
141793	-124	-94.7233032201
141803	-129	-97.9739423202
141811	-130	-98.3425479650
141829	-128	-96.4493772845
141833	-128	-96.9784982530
141851	-130	-98.8563030108
141853	-131	-100.0229485286
141863	-131	-98.9708213109
141871	-134	-102.1048182077
141907	-125	-95.9025694879
141917	-122	-94.6300617439
141931	-122	-93.9423214530
141937	-121	-93.4789881650
141941	-121	-93.8479473266
141959	-120	-94.1175374098
141961	-121	-95.1215878465
141971	-124	-97.1084664153
141991	-122	-95.1651884545
142007	-118	-92.7071278637
142019	-118	-93.1390973076
142031	-117	-92.2415320820
142039	-118	-92.6908808899
142049	-118	-93.4636587163
142057	-117	-93.3604702991
142061	-116	-93.4741229389
142067	-118	-94.5491989028
142097	-119	-93.6790488916
142099	-119	-94.3761522991
142111	-122	-96.1961505863
142123	-128	-100.3398831256
142151	-121	-93.7802750429
142157	-120	-93.7156678453
142159	-122	-95.0134702905
142169	-121	-94.7977081444
142183	-123	-95.4212648891
142189	-123	-95.6540777594
142193	-123	-96.0176990216
142211	-119	-93.6462748368
142217	-119	-93.6304676187
142223	-119	-94.2140253351
142231	-121	-94.5761468098
142237	-120	-94.4000813121
142271	-117	-92.6071387448
142297	-109	-85.7582893195
142319	-108	-85.1463501585
142327	-106	-84.1080870083
142357	-100	-79.1709745645
142369	-104	-81.8763992343
142381	-102	-80.7680752793
142391	-99	-79.5665002061
142403	-100	-80.2943256491
142421	-103	-81.4680164591
142427	-101	-80.8705774272
142433	-103	-82.1809040521
142453	-109	-85.7380422066
142469	-109	-84.8681593779
142501	-106	-80.9780226051
142529	-104	-79.3290162663
142537	-105	-80.5461329786
142543	-105	-81.0302508246
142547	-108	-83.0401113231
142553	-108	-83.4082021152
142559	-109	-84.8779033669
142567	-107	-83.6098044139
142573	-108	-84.9995794179
142589	-103	-81.5838039129
142591	-104	-82.6161133314
142601	-104	-83.1527095838
142607	-106	-83.9815048257
142609	-107	-85.0231504556
142619	-108	-86.3393887660
142657	-103	-82.9492603121
142673	-102	-81.9864100754
142697	-94	-76.4179729831
142699	-94	-77.1044647349
142711	-93	-75.5725666361
142733	-86	-71.0554398801
142757	-83	-69.6378173867
142759	-84	-70.7235498850
142771	-85	-71.5612654263
142787	-80	-68.8201660634
142789	-81	-69.6567839865
142799	-78	-68.5132550955
142811	-83	-71.3375364817
142837	-79	-68.6156478128
142841	-79	-69.4332634501
142867	-74	-65.2100600402
142871	-75	-65.6450842423
142873	-76	-66.7283965778
142897	-79	-68.6057975057
142903	-78	-68.4413878131
142907	-77	-68.3595878410
142939	-72	-62.7450467240
142949	-68	-60.7210700832
142963	-68	-60.0761162304
142969	-69	-61.7932692340
142973	-69	-62.3558011162
142979	-68	-62.1035658500
142981	-69	-62.9702814745
142993	-68	-62.2194215078
143053	-60	-53.3096563869
143063	-61	-54.2448818400
143093	-59	-52.4413709933
143107	-52	-47.8729148941
143111	-52	-48.0850899571
143113	-53	-49.0039157718
143137	-55	-49.5168707119
143141	-54	-49.1624298382
143159	-54	-48.7487890110
143177	-53	-47.6886788446
143197	-54	-48.0403396923
143239	-52	-44.6347482924
143243	-51	-44.7681774548
143249	-53	-46.0761886528
143257	-55	-47.6374310880
143261	-57	-49.3113107362
143263	-58	-50.2796414868
143281	-63	-52.9731846492
143287	-66	-54.7532632521
143291	-68	-55.9759778409
143329	-64	-51.5082949891
143333	-63	-51.6925218653
143357	-58	-47.9165157776
143387	-58	-46.6921906748
143401	-53	-43.1195745220
143413	-55	-43.2457694273
143419	-55	-43.1221332264
143443	-51	-39.4051068344
143461	-50	-36.5534376640
143467	-53	-38.5500776376
143477	-54	-38.3794185518
143483	-55	-39.7144957152
143489	-54	-39.5736015794
143501	-61	-45.3098077783
143503	-63	-46.6431202060
143509	-63	-47.1071937738
143513	-62	-46.9222025999
143519	-64	-48.0590987326
143527	-63	-48.6759949784
143537	-62	-48.4628901641
143551	-64	-50.4114662254
143567	-63	-49.9985451601
143569	-64	-51.0124131530
143573	-64	-51.0879866332
143593	-61	-48.4363653377
143609	-60	-46.7998744638
143617	-57	-45.1012904688
143629	-58	-46.0177682901
143651	-52	-42.8737354798
143653	-53	-44.0403812626
143669	-55	-45.0483280912
143677	-56	-46.7820930892
143687	-56	-46.3577890343
143699	-60	-49.1021823516
143711	-60	-50.2373910514
143719	-61	-50.6330194416
143729	-60	-50.3984593753
143743	-59	-48.9577918274
143779	-49	-40.9079292932
143791	-48	-40.9588179992
143797	-49	-41.5806396189
143807	-50	-42.2131230524
143813	-49	-42.0985518342
143821	-47	-41.7088302219
143827	-51	-44.3375688592
143831	-51	-45.2661480890
143833	-52	-46.1893849209
143873	-45	-39.2332868474
143879	-46	-40.3061229239
143881	-47	-41.3661660153
143909	-42	-38.5058329283
143947	-36	-31.6381880686
143953	-37	-32.1916169750
143971	-39	-33.0074565280
143977	-39	-33.5424052288
143981	-42	-35.4537026177
143999	-39	-33.4665985376
144013	-45	-36.6728315416
144031	-42	-34.0749448353
144037	-44	-35.4615784927
144061	-44	-34.1660620055
144071	-43	-33.5828683541
144073	-44	-34.5743101331
144103	-37	-27.6106621543
144139	-36	-25.1412121195
144161	-38	-26.8049224616
144163	-39	-27.9160127627
144167	-40	-29.1526498417
144169	-41	-30.2359623659
144173	-41	-30.8832064951
144203	-37	-27.0526843082
144223	-35	-26.3199262351
144241	-34	-24.5673850578
144247	-36	-25.9856177475
144253	-37	-26.5360387474
144259	-36	-25.9125771147
144271	-39	-27.7819759327
144289	-36	-26.0284891869
144299	-35	-25.0044580201
144307	-37	-26.2563540677
144311	-40	-28.5061364368
144323	-42	-30.7618617406
144341	-40	-28.5053098927
144349	-43	-30.9859714411
144379	-41	-27.5895571123
144383	-42	-28.6276145536
144407	-39	-27.4000131323
144409	-40	-28.3243871281
144413	-41	-29.8761346474
144427	-44	-32.0293034028
144439	-49	-33.6638033729
144451	-52	-37.0927509967
144461	-52	-37.4901094262
144479	-51	-36.1692252167
144481	-52	-37.1831717836
144497	-54	-38.0508778589
