p,M(p),delta_w,verified,method,margin_or_dw
15359,-9,-3.962505193865135e-08,PASS,wobble_float64,3.962505193865135e-08
15361,-10,-4.192993770804420e-08,PASS,wobble_float64,4.192993770804420e-08
15373,-9,-4.267731878600901e-08,PASS,wobble_float64,4.267731878600901e-08
15377,-9,-4.384976688702371e-08,PASS,wobble_float64,4.384976688702371e-08
15383,-8,-4.420486346710045e-08,PASS,wobble_float64,4.420486346710045e-08
15391,-10,-4.730924145913539e-08,PASS,wobble_float64,4.730924145913539e-08
15401,-10,-4.762849800139931e-08,PASS,wobble_float64,4.762849800139931e-08
15413,-7,-4.369957197922295e-08,PASS,wobble_float64,4.369957197922295e-08
15427,-7,-4.255299712054537e-08,PASS,wobble_float64,4.255299712054537e-08
15439,-7,-4.319204012397576e-08,PASS,wobble_float64,4.319204012397576e-08
15443,-8,-4.502230666943451e-08,PASS,wobble_float64,4.502230666943451e-08
15451,-7,-4.332152557034807e-08,PASS,wobble_float64,4.332152557034807e-08
15461,-9,-4.797014903609910e-08,PASS,wobble_float64,4.797014903609910e-08
15467,-10,-5.040924877970236e-08,PASS,wobble_float64,5.040924877970236e-08
15473,-11,-5.130660483920431e-08,PASS,wobble_float64,5.130660483920431e-08
15493,-10,-4.789558235735331e-08,PASS,wobble_float64,4.789558235735331e-08
15497,-13,-5.273069444019466e-08,PASS,wobble_float64,5.273069444019466e-08
15511,-12,-4.785822843187212e-08,PASS,wobble_float64,4.785822843187212e-08
15527,-12,-4.900933180523181e-08,PASS,wobble_float64,4.900933180523181e-08
15541,-14,-5.113098263735775e-08,PASS,wobble_float64,5.113098263735775e-08
15551,-16,-5.382203404106448e-08,PASS,wobble_float64,5.382203404106448e-08
15559,-14,-4.980872923976426e-08,PASS,wobble_float64,4.980872923976426e-08
15569,-16,-5.243640092403632e-08,PASS,wobble_float64,5.243640092403632e-08
15581,-16,-5.152029797736050e-08,PASS,wobble_float64,5.152029797736050e-08
15583,-17,-5.365957782876352e-08,PASS,wobble_float64,5.365957782876352e-08
15601,-17,-5.287548147418710e-08,PASS,wobble_float64,5.287548147418710e-08
15607,-19,-5.618896987888953e-08,PASS,wobble_float64,5.618896987888953e-08
15619,-18,-5.613490660657085e-08,PASS,wobble_float64,5.613490660657085e-08
15629,-20,-5.726033916381753e-08,PASS,wobble_float64,5.726033916381753e-08
15641,-21,-5.985555431806550e-08,PASS,wobble_float64,5.985555431806550e-08
15643,-22,-6.184446737962792e-08,PASS,wobble_float64,6.184446737962792e-08
15647,-21,-6.135550309066133e-08,PASS,wobble_float64,6.135550309066133e-08
15649,-22,-6.361118474092220e-08,PASS,wobble_float64,6.361118474092220e-08
15661,-23,-6.499746121822048e-08,PASS,wobble_float64,6.499746121822048e-08
15667,-26,-7.079315593102058e-08,PASS,wobble_float64,7.079315593102058e-08
15671,-28,-7.280642388598341e-08,PASS,wobble_float64,7.280642388598341e-08
15679,-28,-7.111020780029654e-08,PASS,wobble_float64,7.111020780029654e-08
15683,-27,-7.070144116852023e-08,PASS,wobble_float64,7.070144116852023e-08
15727,-20,-5.455202331698048e-08,PASS,wobble_float64,5.455202331698048e-08
15731,-21,-5.670335508957142e-08,PASS,wobble_float64,5.670335508957142e-08
15733,-22,-5.877676880686048e-08,PASS,wobble_float64,5.877676880686048e-08
15737,-23,-6.124998188069349e-08,PASS,wobble_float64,6.124998188069349e-08
15739,-23,-6.272583427170166e-08,PASS,wobble_float64,6.272583427170166e-08
15749,-27,-7.074297401506559e-08,PASS,wobble_float64,7.074297401506559e-08
15761,-26,-7.024014738792820e-08,PASS,wobble_float64,7.024014738792820e-08
15767,-25,-7.022437684610724e-08,PASS,wobble_float64,7.022437684610724e-08
15773,-25,-7.023348093398605e-08,PASS,wobble_float64,7.023348093398605e-08
15787,-22,-6.454166974926103e-08,PASS,wobble_float64,6.454166974926103e-08
15791,-25,-6.839366672745789e-08,PASS,wobble_float64,6.839366672745789e-08
15797,-26,-6.997463628999112e-08,PASS,wobble_float64,6.997463628999112e-08
15803,-29,-7.496313060620624e-08,PASS,wobble_float64,7.496313060620624e-08
15809,-33,-8.115515854147294e-08,PASS,wobble_float64,8.115515854147294e-08
15817,-32,-7.993017671771140e-08,PASS,wobble_float64,7.993017671771140e-08
15823,-32,-7.927474241484401e-08,PASS,wobble_float64,7.927474241484401e-08
15859,-25,-6.830941915502505e-08,PASS,wobble_float64,6.830941915502505e-08
15877,-21,-6.267892486061982e-08,PASS,wobble_float64,6.267892486061982e-08
15881,-24,-6.744130329803361e-08,PASS,wobble_float64,6.744130329803361e-08
15887,-25,-6.890918003841140e-08,PASS,wobble_float64,6.890918003841140e-08
15889,-26,-7.113823039726187e-08,PASS,wobble_float64,7.113823039726187e-08
15901,-23,-6.763961992162080e-08,PASS,wobble_float64,6.763961992162080e-08
15907,-21,-6.648713647655180e-08,PASS,wobble_float64,6.648713647655180e-08
15913,-19,-6.495586963367394e-08,PASS,wobble_float64,6.495586963367394e-08
15919,-20,-6.719993326698864e-08,PASS,wobble_float64,6.719993326698864e-08
15923,-22,-7.089738493516447e-08,PASS,wobble_float64,7.089738493516447e-08
15937,-20,-6.805063837610138e-08,PASS,wobble_float64,6.805063837610138e-08
15959,-22,-6.589322670171711e-08,PASS,wobble_float64,6.589322670171711e-08
15971,-24,-6.836352417698784e-08,PASS,wobble_float64,6.836352417698784e-08
15973,-25,-7.048253455621431e-08,PASS,wobble_float64,7.048253455621431e-08
15991,-27,-7.043389202073273e-08,PASS,wobble_float64,7.043389202073273e-08
16001,-29,-7.140998438523363e-08,PASS,wobble_float64,7.140998438523363e-08
16007,-29,-7.080870480877125e-08,PASS,wobble_float64,7.080870480877125e-08
16033,-26,-6.451883119430702e-08,PASS,wobble_float64,6.451883119430702e-08
16057,-24,-5.846689074595260e-08,PASS,wobble_float64,5.846689074595260e-08
16061,-25,-6.068691214638176e-08,PASS,wobble_float64,6.068691214638176e-08
16063,-27,-6.348777590736173e-08,PASS,wobble_float64,6.348777590736173e-08
16067,-29,-6.645155525573433e-08,PASS,wobble_float64,6.645155525573433e-08
16069,-30,-6.822059737254934e-08,PASS,wobble_float64,6.822059737254934e-08
16073,-33,-7.244437217435407e-08,PASS,wobble_float64,7.244437217435407e-08
16087,-29,-6.563550776545775e-08,PASS,wobble_float64,6.563550776545775e-08
16091,-32,-6.963251839951637e-08,PASS,wobble_float64,6.963251839951637e-08
16097,-33,-7.172441347661954e-08,PASS,wobble_float64,7.172441347661954e-08
16103,-35,-7.298023606387715e-08,PASS,wobble_float64,7.298023606387715e-08
16111,-32,-6.825324853642646e-08,PASS,wobble_float64,6.825324853642646e-08
16127,-35,-7.059286250095853e-08,PASS,wobble_float64,7.059286250095853e-08
16139,-40,-7.829198433172043e-08,PASS,wobble_float64,7.829198433172043e-08
16141,-41,-8.008015460401590e-08,PASS,wobble_float64,8.008015460401590e-08
16183,-36,-7.035490877315104e-08,PASS,wobble_float64,7.035490877315104e-08
16187,-35,-7.036336251412028e-08,PASS,wobble_float64,7.036336251412028e-08
16189,-36,-7.209664286524840e-08,PASS,wobble_float64,7.209664286524840e-08
16193,-38,-7.539142534812956e-08,PASS,wobble_float64,7.539142534812956e-08
16217,-36,-6.985126416763818e-08,PASS,wobble_float64,6.985126416763818e-08
16223,-35,-6.940528982320225e-08,PASS,wobble_float64,6.940528982320225e-08
16229,-35,-7.023105934980586e-08,PASS,wobble_float64,7.023105934980586e-08
16231,-35,-7.173447697081305e-08,PASS,wobble_float64,7.173447697081305e-08
16249,-35,-7.049552740710942e-08,PASS,wobble_float64,7.049552740710942e-08
16253,-35,-7.164020010141399e-08,PASS,wobble_float64,7.164020010141399e-08
16267,-36,-7.149572999833097e-08,PASS,wobble_float64,7.149572999833097e-08
16273,-36,-7.126365911465528e-08,PASS,wobble_float64,7.126365911465528e-08
16301,-35,-6.352424188145516e-08,PASS,wobble_float64,6.352424188145516e-08
16319,-38,-6.418112006024551e-08,PASS,wobble_float64,6.418112006024551e-08
16333,-32,-5.601101526264354e-08,PASS,wobble_float64,5.601101526264354e-08
16339,-31,-5.623721324883433e-08,PASS,wobble_float64,5.623721324883433e-08
16349,-32,-5.757501098799180e-08,PASS,wobble_float64,5.757501098799180e-08
16361,-27,-5.133782680602261e-08,PASS,wobble_float64,5.133782680602261e-08
16363,-28,-5.338728070524790e-08,PASS,wobble_float64,5.338728070524790e-08
16369,-29,-5.411955847571916e-08,PASS,wobble_float64,5.411955847571916e-08
16381,-32,-5.639965862498859e-08,PASS,wobble_float64,5.639965862498859e-08
16411,-32,-5.434878990944690e-08,PASS,wobble_float64,5.434878990944690e-08
16417,-33,-5.661925754998388e-08,PASS,wobble_float64,5.661925754998388e-08
16421,-34,-5.925474306357179e-08,PASS,wobble_float64,5.925474306357179e-08
16427,-36,-6.070950265854531e-08,PASS,wobble_float64,6.070950265854531e-08
16433,-34,-5.896867656881319e-08,PASS,wobble_float64,5.896867656881319e-08
16447,-31,-5.419824958710580e-08,PASS,wobble_float64,5.419824958710580e-08
16451,-31,-5.467042461608089e-08,PASS,wobble_float64,5.467042461608089e-08
16453,-32,-5.678113938355125e-08,PASS,wobble_float64,5.678113938355125e-08
16477,-30,-5.532633875545573e-08,PASS,wobble_float64,5.532633875545573e-08
16481,-30,-5.613453026784694e-08,PASS,wobble_float64,5.613453026784694e-08
16487,-27,-5.404800995403419e-08,PASS,wobble_float64,5.404800995403419e-08
16493,-27,-5.438167963038224e-08,PASS,wobble_float64,5.438167963038224e-08
16519,-25,-4.673597916111168e-08,PASS,wobble_float64,4.673597916111168e-08
16529,-27,-4.952912232231773e-08,PASS,wobble_float64,4.952912232231773e-08
16547,-27,-4.771843481923263e-08,PASS,wobble_float64,4.771843481923263e-08
16553,-29,-5.087421264328326e-08,PASS,wobble_float64,5.087421264328326e-08
16561,-27,-4.813817946217942e-08,PASS,wobble_float64,4.813817946217942e-08
16567,-25,-4.707320280416454e-08,PASS,wobble_float64,4.707320280416454e-08
16573,-26,-4.880882294769465e-08,PASS,wobble_float64,4.880882294769465e-08
16603,-21,-4.005791901134280e-08,PASS,wobble_float64,4.005791901134280e-08
16607,-22,-4.253613205445935e-08,PASS,wobble_float64,4.253613205445935e-08
16619,-21,-4.022739313879630e-08,PASS,wobble_float64,4.022739313879630e-08
16631,-20,-3.768870971214389e-08,PASS,wobble_float64,3.768870971214389e-08
16633,-21,-3.963924400906925e-08,PASS,wobble_float64,3.963924400906925e-08
16649,-20,-3.780549934149618e-08,PASS,wobble_float64,3.780549934149618e-08
16651,-21,-3.973272356705301e-08,PASS,wobble_float64,3.973272356705301e-08
16657,-21,-4.052752849761638e-08,PASS,wobble_float64,4.052752849761638e-08
16661,-21,-4.129984386742219e-08,PASS,wobble_float64,4.129984386742219e-08
16673,-20,-3.761153883411188e-08,PASS,wobble_float64,3.761153883411188e-08
16691,-23,-4.290662337991718e-08,PASS,wobble_float64,4.290662337991718e-08
16693,-24,-4.454995709153971e-08,PASS,wobble_float64,4.454995709153971e-08
16699,-25,-4.488310667356452e-08,PASS,wobble_float64,4.488310667356452e-08
16703,-28,-4.896760306213768e-08,PASS,wobble_float64,4.896760306213768e-08
16729,-21,-3.794645082249931e-08,PASS,wobble_float64,3.794645082249931e-08
16741,-19,-3.509999961228495e-08,PASS,wobble_float64,3.509999961228495e-08
16747,-22,-3.852537718914307e-08,PASS,wobble_float64,3.852537718914307e-08
16759,-20,-3.584693272440050e-08,PASS,wobble_float64,3.584693272440050e-08
16763,-22,-3.927893393195257e-08,PASS,wobble_float64,3.927893393195257e-08
16787,-17,-3.123250366463676e-08,PASS,wobble_float64,3.123250366463676e-08
16811,-17,-2.707308088327568e-08,PASS,wobble_float64,2.707308088327568e-08
16823,-20,-3.013179595242520e-08,PASS,wobble_float64,3.013179595242520e-08
16829,-23,-3.449812158149205e-08,PASS,wobble_float64,3.449812158149205e-08
16831,-24,-3.656761126040686e-08,PASS,wobble_float64,3.656761126040686e-08
16843,-22,-3.366869807598134e-08,PASS,wobble_float64,3.366869807598134e-08
16871,-13,-2.056302640721764e-08,PASS,wobble_float64,2.056302640721764e-08
16879,-10,-1.690775022432074e-08,PASS,wobble_float64,1.690775022432074e-08
16883,-13,-2.103502732560242e-08,PASS,wobble_float64,2.103502732560242e-08
16889,-15,-2.422466183065483e-08,PASS,wobble_float64,2.422466183065483e-08
16901,-15,-2.631296902136810e-08,PASS,wobble_float64,2.631296902136810e-08
16903,-16,-2.829065970072866e-08,PASS,wobble_float64,2.829065970072866e-08
16921,-17,-2.752412071816492e-08,PASS,wobble_float64,2.752412071816492e-08
16927,-17,-2.687894790630882e-08,PASS,wobble_float64,2.687894790630882e-08
16931,-19,-2.957213255288447e-08,PASS,wobble_float64,2.957213255288447e-08
16937,-21,-3.301864385941012e-08,PASS,wobble_float64,3.301864385941012e-08
16943,-21,-3.298091951186568e-08,PASS,wobble_float64,3.298091951186568e-08
16963,-17,-2.806734098439914e-08,PASS,wobble_float64,2.806734098439914e-08
16979,-17,-2.476452146645734e-08,PASS,wobble_float64,2.476452146645734e-08
16981,-18,-2.639581239261663e-08,PASS,wobble_float64,2.639581239261663e-08
16987,-20,-3.030323429323691e-08,PASS,wobble_float64,3.030323429323691e-08
16993,-22,-3.273652287192962e-08,PASS,wobble_float64,3.273652287192962e-08
17011,-21,-2.908240101580253e-08,PASS,wobble_float64,2.908240101580253e-08
17021,-25,-3.389552683661008e-08,PASS,wobble_float64,3.389552683661008e-08
17027,-25,-3.383909984575653e-08,PASS,wobble_float64,3.383909984575653e-08
17029,-26,-3.562312558091473e-08,PASS,wobble_float64,3.562312558091473e-08
17033,-27,-3.764957369427183e-08,PASS,wobble_float64,3.764957369427183e-08
17041,-26,-3.582542312332730e-08,PASS,wobble_float64,3.582542312332730e-08
17047,-26,-3.671736666721939e-08,PASS,wobble_float64,3.671736666721939e-08
17053,-26,-3.680684881829193e-08,PASS,wobble_float64,3.680684881829193e-08
17077,-19,-2.879458005333160e-08,PASS,wobble_float64,2.879458005333160e-08
17093,-15,-2.254401635525980e-08,PASS,wobble_float64,2.254401635525980e-08
17099,-20,-2.813906149024903e-08,PASS,wobble_float64,2.813906149024903e-08
17107,-23,-3.122119506415738e-08,PASS,wobble_float64,3.122119506415738e-08
17117,-21,-2.823135523321647e-08,PASS,wobble_float64,2.823135523321647e-08
17123,-25,-3.377015659190678e-08,PASS,wobble_float64,3.377015659190678e-08
17137,-23,-3.168966551259230e-08,PASS,wobble_float64,3.168966551259230e-08
17159,-21,-2.851299395827361e-08,PASS,wobble_float64,2.851299395827361e-08
17167,-21,-2.865346710184821e-08,PASS,wobble_float64,2.865346710184821e-08
17183,-20,-2.882840304449915e-08,PASS,wobble_float64,2.882840304449915e-08
17189,-24,-3.350606911876468e-08,PASS,wobble_float64,3.350606911876468e-08
17191,-25,-3.518113973328106e-08,PASS,wobble_float64,3.518113973328106e-08
17203,-23,-3.400936730367212e-08,PASS,wobble_float64,3.400936730367212e-08
17207,-24,-3.532225912063598e-08,PASS,wobble_float64,3.532225912063598e-08
17209,-25,-3.720928956733882e-08,PASS,wobble_float64,3.720928956733882e-08
17231,-23,-3.448525797734181e-08,PASS,wobble_float64,3.448525797734181e-08
17239,-23,-3.447016866567180e-08,PASS,wobble_float64,3.447016866567180e-08
17257,-18,-2.808085225860444e-08,PASS,wobble_float64,2.808085225860444e-08
17291,-14,-2.046173663275072e-08,PASS,wobble_float64,2.046173663275072e-08
17293,-15,-2.200631348340116e-08,PASS,wobble_float64,2.200631348340116e-08
17299,-16,-2.377355409668975e-08,PASS,wobble_float64,2.377355409668975e-08
17317,-17,-2.297039416211406e-08,PASS,wobble_float64,2.297039416211406e-08
17321,-20,-2.690613226357243e-08,PASS,wobble_float64,2.690613226357243e-08
17327,-20,-2.708284600657631e-08,PASS,wobble_float64,2.708284600657631e-08
17333,-24,-3.277541239689178e-08,PASS,wobble_float64,3.277541239689178e-08
17341,-21,-2.964336129010768e-08,PASS,wobble_float64,2.964336129010768e-08
17351,-20,-2.951922429425221e-08,PASS,wobble_float64,2.951922429425221e-08
17359,-18,-2.835659879218239e-08,PASS,wobble_float64,2.835659879218239e-08
17377,-16,-2.593591360969450e-08,PASS,wobble_float64,2.593591360969450e-08
17383,-18,-2.812362874734939e-08,PASS,wobble_float64,2.812362874734939e-08
17387,-17,-2.833359437484840e-08,PASS,wobble_float64,2.833359437484840e-08
17389,-18,-3.010602860364670e-08,PASS,wobble_float64,3.010602860364670e-08
17393,-17,-3.010073707522114e-08,PASS,wobble_float64,3.010073707522114e-08
17401,-15,-2.794121584382808e-08,PASS,wobble_float64,2.794121584382808e-08
17417,-13,-2.629146119413096e-08,PASS,wobble_float64,2.629146119413096e-08
17419,-15,-2.868404965725044e-08,PASS,wobble_float64,2.868404965725044e-08
17431,-17,-2.998150555802431e-08,PASS,wobble_float64,2.998150555802431e-08
17443,-18,-3.194430008181389e-08,PASS,wobble_float64,3.194430008181389e-08
17449,-18,-3.237272516452339e-08,PASS,wobble_float64,3.237272516452339e-08
17467,-15,-2.931923601388095e-08,PASS,wobble_float64,2.931923601388095e-08
17471,-17,-3.208538549135016e-08,PASS,wobble_float64,3.208538549135016e-08
17477,-16,-3.179409106461264e-08,PASS,wobble_float64,3.179409106461264e-08
17483,-16,-3.290296981214473e-08,PASS,wobble_float64,3.290296981214473e-08
17489,-19,-3.672791226202587e-08,PASS,wobble_float64,3.672791226202587e-08
17491,-21,-3.892456865066607e-08,PASS,wobble_float64,3.892456865066607e-08
17497,-20,-3.793318536779238e-08,PASS,wobble_float64,3.793318536779238e-08
17509,-24,-4.318266768128023e-08,PASS,wobble_float64,4.318266768128023e-08
17519,-25,-4.507180474784073e-08,PASS,wobble_float64,4.507180474784073e-08
17539,-20,-3.956787005898412e-08,PASS,wobble_float64,3.956787005898412e-08
17551,-21,-4.113688092645612e-08,PASS,wobble_float64,4.113688092645612e-08
17569,-19,-3.668380146879463e-08,PASS,wobble_float64,3.668380146879463e-08
17573,-18,-3.707432781547480e-08,PASS,wobble_float64,3.707432781547480e-08
17579,-17,-3.781397533846617e-08,PASS,wobble_float64,3.781397533846617e-08
17581,-18,-3.933296884539811e-08,PASS,wobble_float64,3.933296884539811e-08
17597,-17,-3.634723059099139e-08,PASS,wobble_float64,3.634723059099139e-08
17599,-17,-3.759998554516705e-08,PASS,wobble_float64,3.759998554516705e-08
17609,-16,-3.664254045847304e-08,PASS,wobble_float64,3.664254045847304e-08
17623,-15,-3.535281944640390e-08,PASS,wobble_float64,3.535281944640390e-08
17627,-17,-3.766726566152069e-08,PASS,wobble_float64,3.766726566152069e-08
17657,-7,-2.651966109323942e-08,PASS,wobble_float64,2.651966109323942e-08
17659,-8,-2.828631732316301e-08,PASS,wobble_float64,2.828631732316301e-08
17669,-6,-2.726791402366696e-08,PASS,wobble_float64,2.726791402366696e-08
17681,-6,-2.688375378743862e-08,PASS,wobble_float64,2.688375378743862e-08
17683,-6,-2.812654368429762e-08,PASS,wobble_float64,2.812654368429762e-08
17729,-2,-2.130693003506341e-08,PASS,wobble_float64,2.130693003506341e-08
17737,-3,-2.290685259470702e-08,PASS,wobble_float64,2.290685259470702e-08
17747,-4,-2.299392104980035e-08,PASS,wobble_float64,2.299392104980035e-08
17749,-5,-2.463920035776940e-08,PASS,wobble_float64,2.463920035776940e-08
17761,-8,-2.904685699424620e-08,PASS,wobble_float64,2.904685699424620e-08
17783,-5,-2.178920745777289e-08,PASS,wobble_float64,2.178920745777289e-08
17789,-4,-2.078928992390233e-08,PASS,wobble_float64,2.078928992390233e-08
17791,-4,-2.205395479588636e-08,PASS,wobble_float64,2.205395479588636e-08
