N,wobble,farey_size,is_prime,delta_w,mertens,mu
408,1.467213818686613e-03,50643,0,8.568924767560953e-06,0,0
409,1.483385227890407e-03,51051,1,-1.617140920379405e-05,-1,-1
410,1.469167770513841e-03,51211,0,1.421745737656584e-05,-2,-1
411,1.463925785870183e-03,51483,0,5.241984643657854e-06,-1,1
412,1.456578781590031e-03,51687,0,7.347004280151967e-06,-1,0
413,1.445610820436396e-03,52035,0,1.096796115363581e-05,0,1
414,1.437934226530438e-03,52167,0,7.676593905957480e-06,0,0
415,1.436812227224166e-03,52495,0,1.121999306271824e-06,1,1
416,1.429124829437903e-03,52687,0,7.687397786263275e-06,1,0
417,1.432903605746367e-03,52963,0,-3.778776308464198e-06,2,1
418,1.421048761944787e-03,53143,0,1.185484380157999e-05,1,-1
419,1.432488696309365e-03,53561,1,-1.143993436457792e-05,0,-1
420,1.429240997368344e-03,53657,0,3.247698941021438e-06,0,0
421,1.443171814233093e-03,54077,1,-1.393081686474934e-05,-1,-1
422,1.444036448328041e-03,54287,0,-8.646340949477159e-07,0,1
423,1.433401736236068e-03,54563,0,1.063471209197266e-05,0,0
424,1.426292148889614e-03,54771,0,7.109587346454177e-06,0,0
425,1.411692701984181e-03,55091,0,1.459944690543292e-05,0,0
426,1.403535245586808e-03,55231,0,8.157456397372975e-06,-1,-1
427,1.397950557674688e-03,55591,0,5.584687912119947e-06,0,1
428,1.396234074568644e-03,55803,0,1.716483106044015e-06,0,0
429,1.381109025665260e-03,56043,0,1.512504890338454e-05,-1,-1
430,1.374434525320411e-03,56211,0,6.674500344848585e-06,-2,-1
431,1.388478975542527e-03,56641,1,-1.404445022211626e-05,-3,-1
432,1.381812367608898e-03,56785,0,6.666607933629009e-06,-3,0
433,1.398497909130039e-03,57217,1,-1.668554152114087e-05,-4,-1
434,1.395791314768254e-03,57397,0,2.706594361785589e-06,-5,-1
435,1.388896183332653e-03,57621,0,6.895131435600069e-06,-6,-1
436,1.388938717434554e-03,57837,0,-4.253410190073817e-08,-6,0
437,1.375808142123392e-03,58233,0,1.313057531116229e-05,-5,1
438,1.378967513729274e-03,58377,0,-3.159371605881891e-06,-6,-1
439,1.398197178256073e-03,58815,1,-1.922966452679899e-05,-7,-1
440,1.391456460076871e-03,58975,0,6.740718179202177e-06,-7,0
441,1.382132778502526e-03,59227,0,9.323681574344156e-06,-7,0
442,1.383245241642956e-03,59419,0,-1.112463140429815e-06,-8,-1
443,1.406171030990120e-03,59861,1,-2.292578934716362e-05,-9,-1
444,1.395216332688081e-03,60005,0,1.095469830203867e-05,-9,0
445,1.381204727621471e-03,60357,0,1.401160506661007e-05,-8,1
446,1.370327203729446e-03,60579,0,1.087752389202531e-05,-7,1
447,1.359758246912787e-03,60875,0,1.056895681665919e-05,-6,1
448,1.352487966826565e-03,61067,0,7.270280086221336e-06,-6,0
449,1.372712694593595e-03,61515,1,-2.022472776702926e-05,-7,-1
450,1.367955021834231e-03,61635,0,4.757672759363825e-06,-7,0
451,1.350919648293968e-03,62035,0,1.703537354026240e-05,-6,1
452,1.352800042074363e-03,62259,0,-1.880393780395121e-06,-6,0
453,1.346376076473291e-03,62559,0,6.423965601072600e-06,-5,1
454,1.339368234884272e-03,62785,0,7.007841589018590e-06,-4,1
455,1.330372377286414e-03,63073,0,8.995857597857886e-06,-5,-1
456,1.326747678367171e-03,63217,0,3.624698919243476e-06,-5,0
457,1.344820844583923e-03,63673,1,-1.807316621675213e-05,-6,-1
458,1.338571739752856e-03,63901,0,6.249104831067059e-06,-5,1
459,1.328047432860614e-03,64189,0,1.052430689224234e-05,-5,0
460,1.316685773056177e-03,64365,0,1.136165980443666e-05,-5,0
461,1.336022448982225e-03,64825,1,-1.933667592604821e-05,-6,-1
462,1.326312491961227e-03,64945,0,9.709957020998146e-06,-5,1
463,1.347245816514187e-03,65407,1,-2.093332455295992e-05,-6,-1
464,1.339452676264935e-03,65631,0,7.793140249251528e-06,-6,0
465,1.338846304467249e-03,65871,0,6.063717976863888e-07,-7,-1
466,1.333811987958869e-03,66103,0,5.034316508379733e-06,-6,1
467,1.356636074779761e-03,66569,1,-2.282408682089212e-05,-7,-1
468,1.352062944900130e-03,66713,0,4.573129879631042e-06,-7,0
469,1.335309773517398e-03,67109,0,1.675317138273244e-05,-6,1
470,1.334879264848602e-03,67293,0,4.305086687961517e-07,-7,-1
471,1.325701708432416e-03,67605,0,9.177556416185449e-06,-6,1
472,1.315949282502240e-03,67837,0,9.752425930175919e-06,-6,0
473,1.302177908299532e-03,68257,0,1.377137420270820e-05,-5,1
474,1.300980455576133e-03,68413,0,1.197452723399441e-06,-6,-1
475,1.294930936319011e-03,68773,0,6.049519257121617e-06,-6,0
476,1.286422928440940e-03,68965,0,8.508007878071629e-06,-6,0
477,1.278648046855862e-03,69277,0,7.774881585077180e-06,-6,0
478,1.275307149139922e-03,69515,0,3.340897715939893e-06,-5,1
479,1.293827970043910e-03,69993,1,-1.852082090398753e-05,-6,-1
480,1.289703917487894e-03,70121,0,4.124052556016061e-06,-6,0
481,1.275798184022748e-03,70553,0,1.390573346514564e-05,-5,1
482,1.274748019151986e-03,70793,0,1.050164870761844e-06,-4,1
483,1.269369867722160e-03,71057,0,5.378151429826904e-06,-5,-1
484,1.263513471528311e-03,71277,0,5.856396193848609e-06,-5,0
485,1.250401606072061e-03,71661,0,1.311186545625040e-05,-4,1
486,1.246714796282818e-03,71823,0,3.686809789242964e-06,-4,0
487,1.263196003657646e-03,72309,1,-1.648120737482873e-05,-5,-1
488,1.256651431933074e-03,72549,0,6.544571724572453e-06,-5,0
489,1.248928459577309e-03,72873,0,7.722972355765287e-06,-4,1
490,1.243810728481809e-03,73041,0,5.117731095499690e-06,-4,0
491,1.260561263776893e-03,73531,1,-1.675053529508414e-05,-5,-1
492,1.255983222799438e-03,73691,0,4.578040977454810e-06,-5,0
493,1.242157415828009e-03,74139,0,1.382580697142878e-05,-4,1
494,1.237661529665709e-03,74355,0,4.495886162300200e-06,-5,-1
495,1.229366270047605e-03,74595,0,8.295259618104536e-06,-5,0
496,1.224380177367879e-03,74835,0,4.986092679725232e-06,-5,0
497,1.214547281830412e-03,75255,0,9.832895537467516e-06,-4,1
498,1.213595547861564e-03,75419,0,9.517339688480588e-07,-5,-1
499,1.230488914009210e-03,75917,1,-1.689336614764587e-05,-6,-1
500,1.225476127846468e-03,76117,0,5.012786162741445e-06,-6,0
501,1.218604834257340e-03,76449,0,6.871293589128576e-06,-5,1
502,1.216374672825139e-03,76699,0,2.230161432200924e-06,-4,1
503,1.232538752179754e-03,77201,1,-1.616407935461483e-05,-5,-1
504,1.227922551457368e-03,77345,0,4.616200722386016e-06,-5,0
505,1.216152111961127e-03,77745,0,1.177043949624076e-05,-4,1
506,1.211232888962634e-03,77965,0,4.919222998492649e-06,-5,-1
507,1.206809738544826e-03,78277,0,4.423150417808561e-06,-5,0
508,1.202202510177807e-03,78529,0,4.607228367018443e-06,-5,0
509,1.218767322589331e-03,79037,1,-1.656481241152342e-05,-6,-1
510,1.211232873958239e-03,79165,0,7.534448631091708e-06,-5,1
511,1.202999008961418e-03,79597,0,8.233864996820550e-06,-4,1
512,1.200630324264483e-03,79853,0,2.368684696934988e-06,-4,0
513,1.194090920871245e-03,80177,0,6.539403393238368e-06,-4,0
514,1.192541188142941e-03,80433,0,1.549732728303591e-06,-3,1
515,1.185984444503119e-03,80841,0,6.556743639822039e-06,-2,1
516,1.182163356021497e-03,81009,0,3.821088481622409e-06,-2,0
517,1.175338143074146e-03,81469,0,6.825212947350525e-06,-1,1
518,1.166763890189397e-03,81685,0,8.574252884749074e-06,-2,-1
519,1.165772260066413e-03,82029,0,9.916301229847060e-07,-1,1
520,1.161417052338309e-03,82221,0,4.355207728103322e-06,-1,0
521,1.172624249526120e-03,82741,1,-1.120719718781063e-05,-2,-1
522,1.169694549993161e-03,82909,0,2.929699532959159e-06,-2,0
523,1.182933474893568e-03,83431,1,-1.323892490040718e-05,-3,-1
524,1.179525025743602e-03,83691,0,3.408449149966235e-06,-3,0
525,1.173572971994101e-03,83931,0,5.952053749500768e-06,-3,0
526,1.172235513321847e-03,84193,0,1.337458672254167e-06,-2,1
527,1.165272440300151e-03,84673,0,6.963073021696133e-06,-1,1
528,1.159613994196184e-03,84833,0,5.658446103967100e-06,-1,0
529,1.160923021129844e-03,85339,0,-1.309026933660066e-06,-1,0
530,1.156166083374920e-03,85547,0,4.756937754923484e-06,-2,-1
531,1.147414432355871e-03,85895,0,8.751651019049634e-06,-2,0
532,1.141468732545327e-03,86111,0,5.945699810543104e-06,-2,0
533,1.133760387602528e-03,86591,0,7.708344942799735e-06,-1,1
534,1.129720989616797e-03,86767,0,4.039397985731129e-06,-2,-1
535,1.127150386245799e-03,87191,0,2.570603370997179e-06,-1,1
536,1.123001111125420e-03,87455,0,4.149275120379553e-06,-1,0
537,1.123384481549970e-03,87811,0,-3.833704245504756e-07,0,1
538,1.124802751418084e-03,88079,0,-1.418269868113308e-06,1,1
539,1.116993641998902e-03,88499,0,7.809109419181946e-06,1,0
540,1.113279166101080e-03,88643,0,3.714475897821732e-06,1,0
541,1.120444911118459e-03,89183,1,-7.165745017379552e-06,0,-1
542,1.122879093901350e-03,89453,0,-2.434182782890979e-06,1,1
543,1.125840942166989e-03,89813,0,-2.961848265638179e-06,2,1
544,1.120297003974134e-03,90069,0,5.543938192854999e-06,2,0
545,1.122922107924414e-03,90501,0,-2.625103950280048e-06,3,1
546,1.123994671048531e-03,90645,0,-1.072563124117397e-06,4,1
547,1.128587288949400e-03,91191,1,-4.592617900869020e-06,3,-1
548,1.125664073570516e-03,91463,0,2.923215378883726e-06,3,0
549,1.119154717317337e-03,91823,0,6.509356253178895e-06,3,0
550,1.115394527907341e-03,92023,0,3.760189409996156e-06,3,0
551,1.114598136766194e-03,92527,0,7.963911411472055e-07,4,1
552,1.110048491977006e-03,92703,0,4.549644789188364e-06,4,0
553,1.112064625938155e-03,93171,0,-2.016133961149115e-06,5,1
554,1.118611322132188e-03,93447,0,-6.546696194033048e-06,6,1
555,1.103612357124514e-03,93735,0,1.499896500767425e-05,5,-1
556,1.103089902982908e-03,94011,0,5.224541416055939e-07,5,0
557,1.105227824510301e-03,94567,1,-2.137921527392518e-06,4,-1
558,1.102021022266771e-03,94747,0,3.206802243530026e-06,4,0
559,1.103684902504699e-03,95251,0,-1.663880237928175e-06,5,1
560,1.099263765412414e-03,95443,0,4.421137092284685e-06,5,0
561,1.084943668069239e-03,95763,0,1.432009734317493e-05,4,-1
562,1.091317356104527e-03,96043,0,-6.373688035287437e-06,5,1
563,1.093959975773760e-03,96605,1,-2.642619669232993e-06,4,-1
564,1.090103656284750e-03,96789,0,3.856319489009682e-06,4,0
565,1.094764344426296e-03,97237,0,-4.660688141545780e-06,5,1
566,1.102791121276166e-03,97519,0,-8.026776849870626e-06,6,1
567,1.097014500674299e-03,97843,0,5.776620601867727e-06,6,0
568,1.092455378178672e-03,98123,0,4.559122495626823e-06,6,0
569,1.094507140552822e-03,98691,1,-2.051762374150013e-06,5,-1
570,1.100361349513587e-03,98835,0,-5.854208960764939e-06,6,1
571,1.103579045807280e-03,99405,1,-3.217696293692862e-06,5,-1
572,1.099652821008809e-03,99645,0,3.926224798470219e-06,5,0
573,1.102421566136105e-03,100025,0,-2.768745127295583e-06,6,1
574,1.089199939425762e-03,100265,0,1.322162671034280e-05,5,-1
575,1.079854057342271e-03,100705,0,9.345882083490898e-06,5,0
576,1.076261435352633e-03,100897,0,3.592621989638141e-06,5,0
577,1.080807765033329e-03,101473,1,-4.546329680695524e-06,4,-1
578,1.078103841638835e-03,101745,0,2.703923394494065e-06,4,0
579,1.081658547745745e-03,102129,0,-3.554706106910152e-06,5,1
580,1.078163827342863e-03,102353,0,3.494720402881816e-06,5,0
581,1.079226186135412e-03,102845,0,-1.062358792548864e-06,6,1
582,1.067472365119384e-03,103037,0,1.175382101602793e-05,5,-1
583,1.067583757041458e-03,103557,0,-1.113919220741260e-07,6,1
584,1.065678265313716e-03,103845,0,1.905491727742254e-06,6,0
585,1.061397310596589e-03,104133,0,4.280954717126922e-06,6,0
586,1.069287405715503e-03,104425,0,-7.890095118914678e-06,7,1
587,1.071453182704968e-03,105011,1,-2.165776989464458e-06,6,-1
588,1.068567960740367e-03,105179,0,2.885221964600993e-06,6,0
589,1.070557393699700e-03,105719,0,-1.989432959333083e-06,7,1
590,1.058237089383244e-03,105951,0,1.232030431645562e-05,6,-1
591,1.064890928521432e-03,106343,0,-6.653839138187232e-06,7,1
592,1.059940815160678e-03,106631,0,4.950113360753169e-06,7,0
593,1.061698499595094e-03,107223,1,-1.757684434416061e-06,6,-1
594,1.057811394130952e-03,107403,0,3.887105464142355e-06,6,0
595,1.044587601153326e-03,107787,0,1.322379297762641e-05,5,-1
596,1.040111886900261e-03,108083,0,4.475714253064341e-06,5,0
597,1.047433167167578e-03,108479,0,-7.321280267316536e-06,6,1
598,1.037763567835381e-03,108743,0,9.669599332197279e-06,5,-1
599,1.041387492764357e-03,109341,1,-3.623924928976199e-06,4,-1
600,1.038372336590782e-03,109501,0,3.015156173574382e-06,4,0
601,1.043477999054999e-03,110101,1,-5.105662464216986e-06,3,-1
602,1.036573015346310e-03,110353,0,6.904983708689661e-06,2,-1
603,1.028700727564896e-03,110749,0,7.872287781413630e-06,2,0
604,1.026096164048474e-03,111049,0,2.604563516422128e-06,2,0
605,1.020534429901544e-03,111489,0,5.561734146929728e-06,2,0
606,1.013006785303513e-03,111689,0,7.527644598031430e-06,1,-1
607,1.019892525256363e-03,112295,1,-6.885739952850172e-06,0,-1
608,1.016063307160614e-03,112583,0,3.829218095748608e-06,0,0
609,1.006507335089642e-03,112919,0,9.555972070972828e-06,-1,-1
610,1.003477879441330e-03,113159,0,3.029455648311495e-06,-2,-1
611,9.994061619483347e-04,113711,0,4.071717492995378e-06,-1,1
612,9.955699759394488e-04,113903,0,3.836186008885929e-06,-1,0
613,1.003906773283644e-03,114515,1,-8.336797344195507e-06,-2,-1
614,1.003290894802003e-03,114821,0,6.158784816414145e-07,-1,1
615,9.958515014277551e-04,115141,0,7.439393374247816e-06,-2,-1
616,9.915198686281327e-04,115381,0,4.331632799622377e-06,-2,0
617,1.001340839004518e-03,115997,1,-9.820970376385376e-06,-3,-1
618,9.983770081983066e-04,116201,0,2.963830806211511e-06,-4,-1
619,1.009967987038246e-03,116819,1,-1.159097883993913e-05,-5,-1
620,1.007820535599594e-03,117059,0,2.147451438651738e-06,-5,0
621,1.002015711260454e-03,117455,0,5.804824339139579e-06,-5,0
622,1.000545985310184e-03,117765,0,1.469725950270203e-06,-4,1
623,9.937770167904930e-04,118293,0,6.768968519691191e-06,-3,1
624,9.912736933778785e-04,118485,0,2.503323412614451e-06,-3,0
625,9.898637857434862e-04,118985,0,1.409907634392299e-06,-3,0
626,9.904553189280687e-04,119297,0,-5.915331845825125e-07,-2,1
627,9.854952046173045e-04,119657,0,4.960114310764230e-06,-3,-1
628,9.817993968046057e-04,119969,0,3.695807812698852e-06,-3,0
629,9.747071984414524e-04,120545,0,7.092198363153261e-06,-2,1
630,9.724637394677018e-04,120689,0,2.243458973750579e-06,-2,0
631,9.818169081875850e-04,121319,1,-9.353168719883147e-06,-3,-1
632,9.784536778189095e-04,121631,0,3.363230368675458e-06,-3,0
633,9.761944062423228e-04,122051,0,2.259271576586746e-06,-2,1
634,9.778341641834356e-04,122367,0,-1.639757941112869e-06,-1,1
635,9.743829810514912e-04,122871,0,3.451183131944415e-06,0,1
636,9.721499000717768e-04,123079,0,2.233080979714393e-06,0,0
637,9.667364271746414e-04,123583,0,5.413472897135415e-06,0,0
638,9.611084226775952e-04,123863,0,5.628004497046217e-06,-1,-1
639,9.571825129653871e-04,124283,0,3.925909712208125e-06,-1,0
640,9.540624941688413e-04,124539,0,3.120018796545819e-06,-1,0
641,9.620584269368980e-04,125179,1,-7.995932768056703e-06,-2,-1
642,9.596395609284918e-04,125391,0,2.418866008406170e-06,-3,-1
643,9.692921178686730e-04,126033,1,-9.652556940181224e-06,-4,-1
644,9.671569189469934e-04,126297,0,2.135198921679590e-06,-4,0
645,9.659157675038371e-04,126633,0,1.241151443156325e-06,-5,-1
646,9.626460242311065e-04,126921,0,3.269743272730553e-06,-6,-1
647,9.749682757334809e-04,127567,1,-1.232225150237431e-05,-7,-1
648,9.721086078983191e-04,127783,0,2.859667835161759e-06,-7,0
649,9.619333300733596e-04,128363,0,1.017527782495951e-05,-6,1
650,9.594564658925057e-04,128603,0,2.476864180853892e-06,-6,0
651,9.601568930637750e-04,128963,0,-7.004271712693485e-07,-7,-1
652,9.557307314325245e-04,129287,0,4.426161631250567e-06,-7,0
653,9.684333406759127e-04,129939,1,-1.270260924338823e-05,-8,-1
654,9.708983734830608e-04,130155,0,-2.465032807148055e-06,-9,-1
655,9.635956898979229e-04,130675,0,7.302683585137869e-06,-8,1
656,9.589592527799047e-04,130995,0,4.636437118018242e-06,-8,0
657,9.574783284510508e-04,131427,0,1.480924328853901e-06,-8,0
658,9.579329680691022e-04,131703,0,-4.546396180514414e-07,-9,-1
659,9.711966972316231e-04,132361,1,-1.326372916252096e-05,-10,-1
660,9.673423703622885e-04,132521,0,3.854326869334626e-06,-10,0
661,9.815596828603342e-04,133181,1,-1.421731249804563e-05,-11,-1
662,9.765160185964504e-04,133511,0,5.043664263883738e-06,-10,1
663,9.794522285179661e-04,133895,0,-2.936209921515650e-06,-11,-1
664,9.769171262898541e-04,134223,0,2.535102228111950e-06,-11,0
665,9.782103181757631e-04,134655,0,-1.293191885908939e-06,-12,-1
666,9.730507879405270e-04,134871,0,5.159530235236058e-06,-12,0
667,9.604095731426869e-04,135487,0,1.264121479784008e-05,-11,1
668,9.570141187654496e-04,135819,0,3.395454377237337e-06,-11,0
669,9.475030686741197e-04,136263,0,9.511050091329872e-06,-10,1
670,9.485334943443746e-04,136527,0,-1.030425670254858e-06,-11,-1
671,9.388680428195714e-04,137127,0,9.665451524803179e-06,-10,1
672,9.363184585843125e-04,137319,0,2.549584235258932e-06,-10,0
673,9.493784965586449e-04,137991,1,-1.306003797433241e-05,-11,-1
674,9.442643409980227e-04,138327,0,5.114155560622183e-06,-10,1
675,9.402139232618255e-04,138687,0,4.050417736197213e-06,-10,0
676,9.376486889507098e-04,138999,0,2.565234311115703e-06,-10,0
677,9.510786359105316e-04,139675,1,-1.342994695982189e-05,-11,-1
678,9.556781630557678e-04,139899,0,-4.599527145236195e-06,-12,-1
679,9.437045259988039e-04,140475,0,1.197363705696391e-05,-11,1
680,9.398492523636919e-04,140731,0,3.855273635112056e-06,-11,0
681,9.312061102776349e-04,141183,0,8.643142086057023e-06,-10,1
682,9.329147288197224e-04,141483,0,-1.708618542087563e-06,-11,-1
683,9.465035582363431e-04,142165,1,-1.358882941662070e-05,-12,-1
684,9.445083497850791e-04,142381,0,1.995208451264032e-06,-12,0
685,9.360122987304916e-04,142925,0,8.496051054587513e-06,-11,1
686,9.337401878749070e-04,143219,0,2.272110855584581e-06,-11,0
687,9.264053929158507e-04,143675,0,7.334794959056273e-06,-10,1
688,9.232328697955265e-04,144011,0,3.172523120324256e-06,-10,0
689,9.151006179225858e-04,144635,0,8.132251872940686e-06,-9,1
690,9.091256301280850e-04,144811,0,5.974987794500771e-06,-8,1
691,9.205919880501892e-04,145501,1,-1.146635792210419e-05,-9,-1
692,9.191718316452020e-04,145845,0,1.420156404987184e-06,-9,0
693,9.147219450387090e-04,146205,0,4.449886606492986e-06,-9,0
694,9.100963464728275e-04,146551,0,4.625598565881502e-06,-8,1
695,9.053722581060296e-04,147103,0,4.724088366797933e-06,-7,1
696,9.030440363474795e-04,147327,0,2.328221758550117e-06,-7,0
697,8.948526384055735e-04,147967,0,8.191397941905939e-06,-6,1
698,8.924831723961910e-04,148315,0,2.369466009382562e-06,-5,1
699,8.899107771393306e-04,148779,0,2.572395256860392e-06,-4,1
700,8.872330484958242e-04,149019,0,2.677728643506400e-06,-4,0
701,8.958221645108093e-04,149719,1,-8.589116014985089e-06,-5,-1
702,8.938197537546246e-04,149935,0,2.002410756184680e-06,-5,0
703,8.878656163894125e-04,150583,0,5.954137365212051e-06,-4,1
704,8.846933797727277e-04,150903,0,3.172236616684867e-06,-4,0
705,8.810603728090857e-04,151271,0,3.633006963641968e-06,-5,-1
706,8.798266789689892e-04,151623,0,1.233693840096495e-06,-4,1
707,8.741394813969375e-04,152223,0,5.687197572051697e-06,-3,1
708,8.702695830771949e-04,152455,0,3.869898319742581e-06,-3,0
709,8.780843059791265e-04,153163,1,-7.814722901931543e-06,-4,-1
710,8.759269622356925e-04,153443,0,2.157343743434026e-06,-5,-1
711,8.733002750895609e-04,153911,0,2.626687146131592e-06,-5,0
712,8.705255472378646e-04,154263,0,2.774727851696216e-06,-5,0
713,8.658512801359593e-04,154923,0,4.674267101905348e-06,-4,1
714,8.615326261344730e-04,155115,0,4.318654001486330e-06,-3,1
715,8.571948763163123e-04,155595,0,4.337749818160669e-06,-4,-1
716,8.558356589584680e-04,155951,0,1.359217357844327e-06,-4,0
717,8.539052957776079e-04,156427,0,1.930363180860091e-06,-3,1
718,8.538342810517006e-04,156785,0,7.101472590726778e-08,-2,1
719,8.605190291374227e-04,157503,1,-6.684748085722132e-06,-3,-1
720,8.584715222618031e-04,157695,0,2.047506875619632e-06,-3,0
721,8.548497705189532e-04,158307,0,3.621751742849920e-06,-2,1
722,8.536450617221933e-04,158649,0,1.204708796759876e-06,-2,0
723,8.534005481699836e-04,159129,0,2.445135522097025e-07,-1,1
724,8.531491377771085e-04,159489,0,2.514103928751140e-07,-1,0
725,8.493750933494368e-04,160049,0,3.774044427671728e-06,-1,0
726,8.467188727543894e-04,160269,0,2.656220595047406e-06,-1,0
727,8.523144177527145e-04,160995,1,-5.595544998325173e-06,-2,-1
728,8.501004409160567e-04,161283,0,2.213976836657828e-06,-2,0
729,8.488073549634720e-04,161769,0,1.293085952584760e-06,-2,0
730,8.479913679407973e-04,162057,0,8.159870226746770e-07,-3,-1
731,8.445773196977116e-04,162729,0,3.414048243085719e-06,-2,1
732,8.407518948772012e-04,162969,0,3.825424820510311e-06,-2,0
733,8.470025009953510e-04,163701,1,-6.250606118149774e-06,-3,-1
734,8.469310368243184e-04,164067,0,7.146417103259025e-08,-2,1
735,8.442445476122885e-04,164403,0,2.686489212029943e-06,-2,0
736,8.410508818227351e-04,164755,0,3.193665789553339e-06,-2,0
737,8.376119240909208e-04,165415,0,3.438957731814350e-06,-1,1
