p,wobble_p,wobble_pm1,delta_w,farey_size_p,mertens_p,m_over_sqrt_p,violation
6829,9.644115493533107e-05,9.627412959474689e-05,-1.670253405841777e-07,14179397,-14,-0.1694140713,0
6833,9.667314095426229e-05,9.648863844590430e-05,-1.845025083579873e-07,14195797,-16,-0.1935594023,0
6841,9.662802626135256e-05,9.644559009957800e-05,-1.824361617745637e-07,14228725,-16,-0.1934461931,0
6857,9.619129449001279e-05,9.598334491578717e-05,-2.079495742256265e-07,14294721,-19,-0.2294491886,0
6863,9.640287269128277e-05,9.618543983943550e-05,-2.174328518472622e-07,14320585,-20,-0.2414198614,0
6869,9.616193248703631e-05,9.594378572985058e-05,-2.181467571857261e-07,14345381,-19,-0.2292486795,0
6871,9.621982034384610e-05,9.599331737729162e-05,-2.265029665544807e-07,14354075,-19,-0.2292153124,0
6883,9.612387004172352e-05,9.589113987120267e-05,-2.327301705208553e-07,14403613,-20,-0.2410688582,0
6899,9.580017254250410e-05,9.558901225781435e-05,-2.111602846897518e-07,14471069,-18,-0.2167102398,0
6907,9.551251650848619e-05,9.531072816844998e-05,-2.017883400362022e-07,14504599,-17,-0.2045522182,0
6911,9.571948153169410e-05,9.549847403471049e-05,-2.210074969836079e-07,14521253,-19,-0.2285510151,0
6917,9.566809567944666e-05,9.544885515064085e-05,-2.192405288058087e-07,14546861,-19,-0.2284518678,0
6947,9.459043972680500e-05,9.440555848553988e-05,-1.848812412651244e-07,14672679,-15,-0.1799668891,0
6949,9.477342759807714e-05,9.457678088734593e-05,-1.966467107312141e-07,14681931,-16,-0.1919370550,0
6959,9.458559221572004e-05,9.437453061356529e-05,-2.110616021547485e-07,14723389,-17,-0.2037865435,0
6961,9.479581263306295e-05,9.457403763985404e-05,-2.217749932089134e-07,14732141,-18,-0.2157429874,0
6967,9.517236519241236e-05,9.492814576210259e-05,-2.442194303097715e-07,14757229,-21,-0.2515917462,0
6971,9.525581565851028e-05,9.499639851458817e-05,-2.594171439221051e-07,14774327,-22,-0.2634966751,0
6977,9.542721562836322e-05,9.516402139346614e-05,-2.631942348970811e-07,14800075,-23,-0.2753553218,0
6983,9.550766240159899e-05,9.523614046885342e-05,-2.715219327455696e-07,14825903,-24,-0.2872038257,0
6991,9.568485669786612e-05,9.539924715714544e-05,-2.856095407206740e-07,14859645,-26,-0.3109594052,0
6997,9.579457872862429e-05,9.550248132715708e-05,-2.920974014672119e-07,14884585,-27,-0.3227808993,0
7001,9.576416636804980e-05,9.547424775629393e-05,-2.899186117558730e-07,14902147,-26,-0.3107372437,0
7013,9.595039460166376e-05,9.565170225726880e-05,-2.986923443949659e-07,14953419,-28,-0.3343536833,0
7019,9.603570822981087e-05,9.572962137635349e-05,-3.060868534573757e-07,14978969,-28,-0.3342107463,0
7027,9.620535034293391e-05,9.589204358042194e-05,-3.133067625119668e-07,15012925,-29,-0.3459497500,0
7039,9.513478749137260e-05,9.485571191960175e-05,-2.790755717708483e-07,15064527,-24,-0.2860590942,0
7043,9.540663390252472e-05,9.511955347241507e-05,-2.870804301096541e-07,15081833,-25,-0.2978935943,0
7057,9.511969805820966e-05,9.482985705932462e-05,-2.898409988850444e-07,15140867,-25,-0.2975979601,0
7069,9.447255584603624e-05,9.420946562338718e-05,-2.630902226490614e-07,15193303,-21,-0.2497700173,0
7079,9.420170266519564e-05,9.394696478592922e-05,-2.547378792664242e-07,15235895,-19,-0.2258227256,0
7103,9.320874849756611e-05,9.300157919869015e-05,-2.071692988759639e-07,15339999,-16,-0.1898449615,0
7109,9.324377006239378e-05,9.302526238437979e-05,-2.185076780139843e-07,15365035,-17,-0.2016251318,0
7121,9.270344735142311e-05,9.251655080330144e-05,-1.868965481216734e-07,15416821,-12,-0.1422036531,0
7127,9.276726297188152e-05,9.256918533388271e-05,-1.980776379988136e-07,15442919,-14,-0.1658344124,0
7129,9.294778957795164e-05,9.273910817679098e-05,-2.086814011606567e-07,15452207,-15,-0.1776548023,0
7151,9.205661380835922e-05,9.191459331761940e-05,-1.420204907398148e-07,15547095,-6,-0.0709525260,0
7159,9.194376514867739e-05,9.180901442819720e-05,-1.347507204801880e-07,15582889,-6,-0.0709128711,0
7177,9.146992664664531e-05,9.136399553662009e-05,-1.059311100252226e-07,15659863,-1,-0.0118039817,0
7187,9.142624125055732e-05,9.133046233683834e-05,-9.577891371898364e-08,15704589,0,0.0000000000,0
7193,9.144340333343468e-05,9.131954358471196e-05,-1.238597487227206e-07,15730437,-3,-0.0353725382,0
7207,9.128908473658048e-05,9.117313807902138e-05,-1.159466575590995e-07,15791119,-3,-0.0353381650,0
7211,9.128011147389113e-05,9.115639027665213e-05,-1.237211972389987e-07,15808857,-3,-0.0353283624,0
7213,9.133799860318847e-05,9.120209878774598e-05,-1.358998154424914e-07,15818469,-4,-0.0470979523,0
7219,9.132470876452535e-05,9.119610090192413e-05,-1.286078626012196e-07,15844529,-2,-0.0235391879,0
7229,9.120517060424820e-05,9.106634974211947e-05,-1.388208621287218e-07,15888177,-3,-0.0352843517,0
7237,9.125558783053352e-05,9.113897474968644e-05,-1.166130808470862e-07,15923705,1,0.0117549480,0
7243,9.122493566955104e-05,9.110734532085888e-05,-1.175903486921577e-07,15950035,2,0.0235001564,0
7247,9.126221510408131e-05,9.114370472388413e-05,-1.185103801971856e-07,15967691,2,0.0234936700,0
7253,9.139082247844457e-05,9.127768660078576e-05,-1.131358776588055e-07,15994579,3,0.0352259258,0
7283,9.044307471682491e-05,9.037374473638871e-05,-6.932998043619341e-08,16126619,7,0.0820243665,0
7297,9.020571632234845e-05,9.014892323723966e-05,-5.679308510878978e-08,16187985,8,0.0936521633,0
7307,8.977273897376810e-05,8.969912523755872e-05,-7.361373620938007e-08,16232855,4,0.0467940288,0
7309,8.980837414586990e-05,8.972503854952609e-05,-8.333559634381117e-08,16242179,3,0.0350907196,0
7321,8.993570898649331e-05,8.988652220342370e-05,-4.918678306960102e-08,16295117,9,0.1051858464,0
7331,8.968396268405243e-05,8.963227334346090e-05,-5.168934059152943e-08,16339751,7,0.0817553967,0
7333,8.974932158538374e-05,8.968904223281097e-05,-6.027935257276764e-08,16349291,6,0.0700664974,0
7349,8.948434641174715e-05,8.941177839853370e-05,-7.256801321344538e-08,16419957,5,0.0583251522,0
7351,8.955189919687344e-05,8.946933202999823e-05,-8.256716687520904e-08,16428987,4,0.0466537739,0
7369,8.918385081269496e-05,8.911471011465873e-05,-6.914069803623177e-08,16510211,5,0.0582459491,0
7393,8.862659623903812e-05,8.858531984566724e-05,-4.127639337088624e-08,16617113,7,0.0814118618,0
7411,8.878851608882238e-05,8.879434617731471e-05,5.830088492325084e-09,16698127,13,0.1510097351,1
7417,8.849667056112623e-05,8.848760030664631e-05,-9.070254479919904e-09,16724959,11,0.1277257747,0
7433,8.841235400598221e-05,8.841956677757516e-05,7.212771592948861e-09,16797623,12,0.1391871620,1
7451,8.847770158457329e-05,8.851846965082970e-05,4.076806625640840e-08,16878107,16,0.1853585831,1
7457,8.866410058485340e-05,8.871416216796617e-05,5.006158311276956e-08,16905905,18,0.2084444967,1
7459,8.873773387345434e-05,8.878091537082104e-05,4.318149736669578e-08,16915603,18,0.2084165495,1
7477,8.826849394201553e-05,8.831535952109817e-05,4.686557908263156e-08,16995935,18,0.2081655291,1
7481,8.829522273048921e-05,8.833873151254015e-05,4.350878205094011e-08,17014681,18,0.2081098699,1
7487,8.821638303344415e-05,8.825411624720442e-05,3.773321376026857e-08,17042179,17,0.1964694389,1
7489,8.816922556103846e-05,8.819711967535225e-05,2.789411431378824e-08,17051971,16,0.1848877202,1
7499,8.788183039890897e-05,8.791008195526085e-05,2.825155635187383e-08,17097413,15,0.1732166289,1
7507,8.755125895708835e-05,8.756380745458758e-05,1.254849749923650e-08,17133199,13,0.1500410672,1
7517,8.736075185497215e-05,8.736919747946523e-05,8.445624493080015e-09,17178839,12,0.1384072918,1
7523,8.745374538215376e-05,8.746326108705633e-05,9.515704902561756e-09,17207297,13,0.1498814277,1
7529,8.718117023085234e-05,8.717068404680842e-05,-1.048618404391952e-08,17234033,10,0.1152474571,0
7537,8.706712727083688e-05,8.705410305895583e-05,-1.302421188105018e-08,17270419,11,0.1267049050,0
7541,8.706208281825876e-05,8.704049264453429e-05,-2.159017372447127e-08,17288711,10,0.1151557239,0
7547,8.697501903158204e-05,8.694553575690794e-05,-2.948327467409972e-08,17316369,9,0.1035989454,0
7549,8.696723080561451e-05,8.692961855114358e-05,-3.761225447093089e-08,17326221,8,0.0920757520,0
7559,8.678932212751463e-05,8.674200599748119e-05,-4.731613003344109e-08,17372093,6,0.0690111203,0
7561,8.683441193166668e-05,8.677762115969035e-05,-5.679077197632968e-08,17381381,5,0.0575016604,0
7573,8.642778250733092e-05,8.635266956798098e-05,-7.511293934994484e-08,17436333,3,0.0344736507,0
7577,8.633087575502717e-05,8.624236867028682e-05,-8.850708474034401e-08,17454933,1,0.0114881833,0
7583,8.620368434750270e-05,8.609020286623118e-05,-1.134814812715231e-07,17481955,-2,-0.0229672749,0
7589,8.624997859469277e-05,8.612321077454657e-05,-1.267678201462004e-07,17509871,-3,-0.0344372908,0
7591,8.633972379492254e-05,8.620135075006035e-05,-1.383730448621900e-07,17519221,-5,-0.0573879232,0
7603,8.626554857742119e-05,8.613673771976202e-05,-1.288108576591706e-07,17574431,-3,-0.0344055702,0
7607,8.637275979477569e-05,8.624166381298264e-05,-1.310959817930456e-07,17593383,-3,-0.0343965232,0
7621,8.612323892916268e-05,8.600693519158791e-05,-1.163037375747749e-07,17658099,-2,-0.0229099433,0
7639,8.578454148999421e-05,8.569676621141447e-05,-8.777527857973871e-08,17741145,2,0.0228829357,0
7643,8.591603303168929e-05,8.582349614276413e-05,-9.253688892516194e-08,17760723,2,0.0228769470,0
7649,8.595356533667741e-05,8.585647953412840e-05,-9.708580254900805e-08,17788633,2,0.0228679727,0
7669,8.544946942475219e-05,8.536465942492160e-05,-8.480999983059032e-08,17880841,3,0.0342572018,0
7673,8.551129411841119e-05,8.542590317775504e-05,-8.539094065614626e-08,17899673,4,0.0456643618,0
7681,8.533049892195792e-05,8.523795940895102e-05,-9.253951300689997e-08,17936845,2,0.0228202876,0
7687,8.536172447786261e-05,8.524166816289190e-05,-1.200563149707180e-07,17964455,-2,-0.0228113798,0
7691,8.542340831656543e-05,8.528499424175829e-05,-1.384140748071346e-07,17983577,-5,-0.0570136176,0
7699,8.533306201341378e-05,8.519511181451622e-05,-1.379501988975536e-07,18021617,-5,-0.0569839886,0
7703,8.545536623711519e-05,8.530753795938151e-05,-1.478282777336826e-07,18040369,-6,-0.0683630297,0
7717,8.532403477468477e-05,8.518856248728781e-05,-1.354722873969601e-07,18105249,-3,-0.0341504951,0
7723,8.541453662784801e-05,8.526722531230341e-05,-1.473113155446023e-07,18133351,-5,-0.0568953780,0
7727,8.550664110383672e-05,8.535627902317325e-05,-1.503620806634698e-07,18152879,-5,-0.0568806497,0
7741,8.515220256206628e-05,8.500993356488599e-05,-1.422689971802973e-07,18218375,-6,-0.0681950287,0
7753,8.493318469890571e-05,8.479558830871338e-05,-1.375963901923332e-07,18274751,-6,-0.0681422326,0
7757,8.502586857119989e-05,8.488629224421587e-05,-1.395763269840136e-07,18293375,-5,-0.0567705509,0
7759,8.513070056591090e-05,8.498114001147575e-05,-1.495605544351463e-07,18303713,-6,-0.0681158804,0
7789,8.426507267608623e-05,8.415759019844834e-05,-1.074824776378837e-07,18445097,-2,-0.0226615256,0
7793,8.438400342790252e-05,8.427084970549512e-05,-1.131537224073929e-07,18464025,-2,-0.0226557090,0
7817,8.383232119314914e-05,8.374002208723945e-05,-9.229910590968923e-08,18577883,-2,-0.0226209031,0
7823,8.385372890593696e-05,8.376164220277508e-05,-9.208670316188756e-08,18606411,-2,-0.0226122267,0
7829,8.385937554831041e-05,8.376689114920977e-05,-9.248439910063621e-08,18634983,-1,-0.0113017801,0
7841,8.389164307113802e-05,8.381452595810364e-05,-7.711711303437789e-08,18691929,2,0.0225862572,0
7853,8.382275907730642e-05,8.372864542251961e-05,-9.411365478681087e-08,18749279,0,0.0000000000,0
7867,8.375334478785552e-05,8.368992803643881e-05,-6.341675141670420e-08,18815503,4,0.0450978062,0
7873,8.375972556008422e-05,8.368472045554664e-05,-7.500510453757625e-08,18844871,2,0.0225403092,0
7877,8.377313772074456e-05,8.368310006484873e-05,-9.003765589582447e-08,18863687,0,0.0000000000,0
7879,8.381572433601236e-05,8.371962138974224e-05,-9.610294627012740e-08,18873965,0,0.0000000000,0
7883,8.381857855542997e-05,8.370347456700471e-05,-1.151039884252601e-07,18893395,-3,-0.0337890119,0
7901,8.355080818061420e-05,8.345609670948892e-05,-9.471147112527609e-08,18979239,0,0.0000000000,0
7907,8.345036419394685e-05,8.335332226265470e-05,-9.704193129214742e-08,19007665,0,0.0000000000,0
7919,8.342842857435226e-05,8.334704958372082e-05,-8.137899063144103e-08,19065483,2,0.0224747477,0
7927,8.349899068741214e-05,8.339616739783283e-05,-1.028232895793123e-07,19104185,-2,-0.0224634039,0
7933,8.360993389157982e-05,8.349663820683737e-05,-1.132956847424551e-07,19132997,-3,-0.0336823611,0
7937,8.369979533380657e-05,8.358215905428152e-05,-1.176362795250524e-07,19152787,-3,-0.0336738726,0
7949,8.335270626541838e-05,8.323254173171250e-05,-1.201645337058793e-07,19210651,-4,-0.0448645941,0
7951,8.345498902977913e-05,8.332671945923215e-05,-1.282695705469788e-07,19220681,-5,-0.0560736889,0
7963,8.344361493044194e-05,8.329496480687134e-05,-1.486501235706050e-07,19278435,-10,-0.1120628445,0
7993,8.227313551423750e-05,8.217445140222533e-05,-9.868411201216802e-08,19423987,-4,-0.0447409380,0
8009,8.189328738226458e-05,8.182633283057237e-05,-6.695455169220162e-08,19500865,1,0.0111740562,0
8011,8.198269057109379e-05,8.190802329413195e-05,-7.466727696183448e-08,19510987,0,0.0000000000,0
8017,8.186140364137402e-05,8.178419803604414e-05,-7.720560532988691e-08,19540481,0,0.0000000000,0
8039,8.167702502209765e-05,8.163649760536352e-05,-4.052741673412621e-08,19647813,8,0.0892254964,0
8053,8.151443452542437e-05,8.149108058862263e-05,-2.335393680173812e-08,19716125,10,0.1114348802,0
8059,8.163205492393841e-05,8.161195947541905e-05,-2.009544851935786e-08,19745621,12,0.1336720684,0
8069,8.153317422603873e-05,8.152581394314157e-05,-7.360282897159350e-09,19795173,13,0.1447216464,0
8081,8.140691588193546e-05,8.140443726264433e-05,-2.478619291136261e-09,19853081,14,0.1557383188,0
8087,8.128242576521982e-05,8.127343033639542e-05,-8.995428824401259e-09,19882687,13,0.1445604964,0
8089,8.125669502843468e-05,8.123862659628149e-05,-1.806843215318562e-08,19893463,12,0.1334239606,0
8093,8.109586565358768e-05,8.106421256911748e-05,-3.165308447019785e-08,19913091,10,0.1111591532,0
8101,8.122993923966966e-05,8.120233472712658e-05,-2.760451254308260e-08,19951643,12,0.1333251036,0
8111,8.117237751607176e-05,8.114315380016456e-05,-2.922371590720471e-08,20001363,12,0.1332428905,0
8117,8.104279959914096e-05,8.100040617051827e-05,-4.239342862268536e-08,20030887,10,0.1109946962,0
8123,8.098318715496227e-05,8.094352940969908e-05,-3.965774526319362e-08,20061153,10,0.1109536959,0
8147,8.134128289851839e-05,8.134728849308881e-05,6.005594570420141e-09,20179335,18,0.1994222661,1
8161,8.148503127439429e-05,8.151851417916494e-05,3.348290477065980e-08,20248957,22,0.2435291719,1
8167,8.114671415291547e-05,8.116595775392355e-05,1.924360100807290e-08,20278303,20,0.2213088176,1
8171,8.111754537150091e-05,8.112794657737975e-05,1.040120587884408e-08,20298233,19,0.2101919096,1
8179,8.097675498785083e-05,8.097628586232034e-05,-4.691255304958408e-10,20337767,18,0.1990317681,0
8191,8.141761304255481e-05,8.143473135778378e-05,1.711831522896218e-08,20397515,22,0.2430827931,1
8209,8.110662466629857e-05,8.113330332877129e-05,2.667866247272569e-08,20487921,22,0.2428161411,1
8219,8.061354517892820e-05,8.063047904435291e-05,1.693386542470923e-08,20536811,20,0.2206076180,1
8221,8.055610702781168e-05,8.056597843589021e-05,9.871408078527730e-09,20547207,19,0.2095517427,1
8231,8.050542776742509e-05,8.051421128098902e-05,8.783513563928743e-09,20597003,19,0.2094244098,1
8233,8.048822147389416e-05,8.048890071936965e-05,6.792454754851653e-10,20607587,18,0.1983779725,1
8237,8.036202442174260e-05,8.034834923991369e-05,-1.367518182890479e-08,20627979,16,0.1762931548,0
8243,7.994040184612541e-05,7.990033099676110e-05,-4.007084936430492e-08,20657661,11,0.1211574252,0
8263,7.997277509731265e-05,7.996792650897866e-05,-4.848588333996109e-09,20757765,17,0.1870165517,0
8269,8.025075895842803e-05,8.025503380451641e-05,4.274846088374892e-09,20787901,19,0.2089426531,1
8273,8.006339579207156e-05,8.005772866985863e-05,-5.667122212924349e-09,20808665,17,0.1869034893,0
8287,7.970981440525620e-05,7.970144502596767e-05,-8.369379288526301e-09,20878169,16,0.1757605137,0
8291,7.956831346480531e-05,7.954912928677472e-05,-1.918417803058864e-08,20898735,14,0.1537533468,0
8293,7.961258732747903e-05,7.958413957796303e-05,-2.844774951600560e-08,20909787,13,0.1427537480,0
8297,7.973805606471772e-05,7.970763531759510e-05,-3.042074712261960e-08,20929027,14,0.1536977432,0
8311,7.987242785400094e-05,7.984638516215360e-05,-2.604269184733386e-08,20999277,16,0.1755065550,0
8317,7.989895673450651e-05,7.987152048063451e-05,-2.743625387199421e-08,21029893,16,0.1754432371,0
8329,7.961631243966574e-05,7.958806913120981e-05,-2.824330845592308e-08,21090979,16,0.1753168067,0
8353,7.964029055595378e-05,7.965238470499032e-05,1.209414903653434e-08,21211995,21,0.2297725024,1
8363,7.962046069141877e-05,7.964216528714902e-05,2.170459573024996e-08,21263877,22,0.2405700910,1
8369,7.941400386233831e-05,7.942556050166755e-05,1.155663932923151e-08,21294317,20,0.2186216722,1
8377,7.941912722039160e-05,7.943269729229622e-05,1.357007190461396e-08,21334641,20,0.2185172558,1
8387,7.936419508508916e-05,7.937533980559502e-05,1.114472050585337e-08,21385083,20,0.2183869456,1
8389,7.932993480171971e-05,7.933284595242860e-05,2.911150708882304e-09,21396255,19,0.2074428659,1
8419,7.964067706201869e-05,7.968581855550347e-05,4.514149348477925e-08,21548985,25,0.2724643926,1
8423,7.946962827762958e-05,7.950486207511194e-05,3.523379748235963e-08,21569777,24,0.2615037020,1
8429,7.921714228003646e-05,7.924210727106812e-05,2.496499103166075e-08,21600377,22,0.2396263949,1
8431,7.933963916536501e-05,7.935898347862827e-05,1.934431326325878e-08,21611047,22,0.2395979711,1
8443,7.876865532171329e-05,7.878101214872132e-05,1.235682700803100e-08,21671855,21,0.2285445662,1
8447,7.845883845916809e-05,7.845750948840517e-05,-1.328970762918495e-09,21693097,18,0.1958489547,0
8461,7.828374665113253e-05,7.828567787725373e-05,1.931226121200586e-09,21764569,18,0.1956868568,1
8467,7.865331922443346e-05,7.866399923136572e-05,1.068000693225490e-08,21795025,21,0.2282204277,1
8501,7.887055561150777e-05,7.892675643754715e-05,5.620082603937922e-08,21970223,28,0.3036847777,1
8513,7.967638111407921e-05,7.976033437542203e-05,8.395326134281978e-08,22033159,34,0.3685000918,1
8521,7.932336548475924e-05,7.940263243496877e-05,7.926695020953392e-08,22073801,33,0.3574939177,1
8527,7.933569963050185e-05,7.941390488946477e-05,7.820525896292459e-08,22104875,33,0.3573681208,1
8537,7.877359647780106e-05,7.883804353225801e-05,6.444705445694842e-08,22156463,30,0.3246897763,1
8539,7.853490513492314e-05,7.858920965964566e-05,5.430452472251948e-08,22167845,28,0.3030082998,1
8543,7.863033455364058e-05,7.868062902540555e-05,5.029447176496660e-08,22188721,28,0.3029373543,1
8563,7.914197888236859e-05,7.922677009690941e-05,8.479121454081965e-08,22292231,33,0.3566161178,1
8573,7.899123975992853e-05,7.907460144589921e-05,8.336168597067577e-08,22344745,32,0.3456078246,1
8581,7.883137689509379e-05,7.891634852696414e-05,8.497163187034683e-08,22386389,32,0.3454466833,1
8597,7.852313041322438e-05,7.860175235004487e-05,7.862193682049321e-08,22469253,31,0.3343399171,1
8599,7.828090678746181e-05,7.834951788283745e-05,6.861109537563686e-08,22480715,29,0.3127332250,1
