p,N,T_total,T_low,T_mid,T_high,M_N_2,M_N_3,M_N_4,M_N_5,M_N_6,M_N_7,M_N_8,M_N_9,M_N_10,M_N_11,M_N_12,M_N_13,M_N_14,M_N_15,M_N_16,M_N_17,M_N_18,M_N_19,M_N_20,sqrtN
7810801,7810800,42.8108129246,55.2067460317,-0.3499223714,-12.0460107358,160,180,-209,-8,-96,-41,29,-127,14,146,145,-235,54,-140,16,150,-17,125,36,2794
7811173,7811172,45.7241577388,56.8460317460,0.9257470030,-12.0476210103,171,177,-221,-10,-95,-43,34,-124,11,157,148,-230,49,-136,18,148,-18,129,40,2794
7820947,7820946,46.8362465844,56.4396825397,2.4607997818,-12.0642357371,166,223,-290,7,-118,-4,56,-140,-10,157,166,-235,37,-139,12,183,-23,125,30,2796
7832533,7832532,51.8964769777,63.5492063492,0.4251770349,-12.0779064064,172,220,-261,-32,-94,-3,82,-134,-34,137,172,-262,26,-125,13,204,-15,105,57,2798
8084371,8084370,41.9805480703,64.4908730159,-10.0744689900,-12.4358559556,169,134,-348,190,-88,88,179,-284,-44,64,205,-182,-88,-62,-68,45,66,124,53,2843
8084597,8084596,42.5530473487,65.4809523810,-10.4897356487,-12.4381693835,175,130,-353,193,-92,89,186,-282,-50,63,209,-186,-87,-59,-74,46,68,122,55,2843
8084837,8084836,39.3594485340,62.7821428571,-10.9868101267,-12.4358841964,170,133,-357,191,-85,83,191,-285,-54,59,203,-189,-86,-63,-77,48,67,122,55,2843
8084873,8084872,38.7124749716,62.1468253968,-10.9979911441,-12.4363592811,166,138,-356,190,-87,86,190,-287,-55,59,202,-189,-88,-63,-76,49,69,120,57,2843
8085307,8085306,32.8018728012,56.8575396825,-11.6152820558,-12.4403848256,150,132,-354,196,-83,95,199,-284,-59,61,203,-190,-85,-69,-84,46,67,119,58,2843
8085313,8085312,32.1236394321,56.1742063492,-11.6097861884,-12.4407807287,150,131,-355,195,-83,95,199,-284,-58,61,203,-189,-86,-69,-84,46,67,119,58,2843
8085529,8085528,32.4607392939,56.2361111111,-11.3374443628,-12.4379274544,151,126,-349,190,-81,98,195,-287,-50,65,197,-185,-90,-64,-84,49,67,123,52,2843
8086181,8086180,33.8767299135,57.8742063492,-11.5494151721,-12.4480612636,156,117,-355,199,-80,95,191,-269,-44,58,199,-177,-92,-60,-84,43,63,123,47,2843
8086187,8086186,33.5404837357,57.4674603175,-11.4793117968,-12.4476647850,156,115,-354,199,-79,94,190,-268,-44,58,199,-178,-92,-59,-84,44,63,123,47,2843
8087627,8087626,38.8351872110,63.3190476190,-12.0396299733,-12.4442304348,161,118,-357,213,-74,100,182,-267,-49,52,205,-180,-95,-63,-81,38,62,126,48,2843
8087633,8087632,38.6206745494,63.0107142857,-11.9457035846,-12.4443361518,161,119,-358,212,-75,100,181,-267,-48,51,206,-180,-95,-63,-80,39,62,126,48,2843
8087647,8087646,37.9916921855,62.4107142857,-11.9757028088,-12.4433192914,159,119,-358,214,-75,100,181,-267,-48,51,206,-181,-96,-63,-80,39,63,127,48,2843
8089087,8089086,22.2149418243,47.8630952381,-13.2051205928,-12.4430328210,131,111,-344,185,-65,102,181,-270,-20,42,196,-186,-87,-55,-80,38,55,130,36,2844
8089157,8089156,20.1750512850,45.9904761905,-13.3716912704,-12.4437336351,127,108,-343,185,-61,104,178,-270,-17,43,194,-189,-86,-57,-77,38,55,130,34,2844
8213347,8213346,5.3307451648,7.7769841270,10.1745901569,-12.6208291191,90,104,-292,178,-15,-3,70,-235,-142,123,189,-20,-109,6,1,6,53,25,122,2865
8213581,8213580,-0.1032394434,2.6047619048,9.9133163847,-12.6213177329,74,109,-288,174,-15,-3,72,-234,-136,125,186,-21,-109,5,0,4,54,20,122,2865
8214097,8214096,5.3823192264,8.1210317460,9.8715358383,-12.6102483580,82,123,-297,171,-15,-8,81,-235,-142,138,180,-24,-110,3,-1,-1,52,22,123,2866
8214103,8214102,4.6536793699,7.4416666667,9.8223510285,-12.6103383252,81,122,-297,171,-15,-7,81,-234,-143,138,180,-24,-110,3,-1,-1,51,21,124,2866
8214113,8214112,5.5868364712,8.5055555556,9.6916532068,-12.6103722911,82,124,-297,173,-16,-7,80,-235,-144,137,181,-24,-111,2,-2,-1,51,21,124,2866
8216099,8216098,11.6170025324,17.9785714286,6.2570840174,-12.6186529136,95,118,-288,166,-23,24,74,-225,-139,128,183,-41,-130,7,-11,-1,60,12,113,2866
8219317,8219316,-4.3101155982,-1.0984126984,9.4146943604,-12.6263972602,89,71,-297,153,-29,34,86,-188,-155,135,197,-56,-137,13,-18,7,58,9,133,2866
8219411,8219410,-3.4923507227,-0.1170634921,9.2515760034,-12.6268632341,89,73,-298,155,-27,37,83,-190,-155,136,194,-56,-138,13,-15,7,58,8,134,2866
8219447,8219446,-1.9683715455,1.8007936508,8.8567820363,-12.6259472326,95,70,-300,155,-26,38,82,-187,-156,138,194,-56,-141,14,-17,6,56,6,135,2866
8224751,8224750,-0.3155429614,1.7317460317,10.5817188635,-12.6290078566,99,44,-295,185,-26,8,110,-184,-158,142,180,-45,-149,28,-38,14,66,13,127,2867
8224763,8224762,0.2025158880,2.2789682540,10.5530125251,-12.6294648911,98,47,-295,186,-27,8,111,-185,-158,143,180,-46,-148,27,-38,13,67,13,128,2867
8225593,8225592,12.6577772679,14.2214285714,11.0617174348,-12.6253687384,121,52,-297,192,-31,11,104,-195,-155,141,183,-41,-144,27,-40,19,71,17,128,2868
8225597,8225596,12.4973730889,14.1936507937,10.9291231286,-12.6254008333,121,53,-298,192,-31,11,104,-196,-155,141,183,-42,-144,26,-40,19,71,16,128,2868
8226083,8226082,11.2719096068,13.1321428571,10.7653146829,-12.6255479333,109,50,-275,188,-25,13,101,-198,-152,142,172,-31,-144,21,-46,23,69,19,128,2868
8226209,8226208,8.7715249988,10.8813492063,10.5178881692,-12.6277123768,106,49,-274,181,-28,17,103,-197,-149,138,173,-29,-146,24,-45,23,68,19,127,2868
8226767,8226766,7.4189884149,8.5511904762,11.5028239494,-12.6350260107,109,39,-275,187,-27,15,93,-195,-152,130,175,-31,-142,23,-41,27,71,17,133,2868
8230583,8230582,17.8943675198,22.4789682540,8.0536787018,-12.6382794359,160,16,-287,188,-30,22,83,-182,-170,133,186,-48,-164,8,-40,21,86,-4,124,2868
8231369,8231368,15.6813986116,18.9067460317,9.4080007538,-12.6333481740,161,23,-294,177,-32,15,79,-193,-164,136,187,-47,-169,3,-34,18,90,-12,127,2869
8231827,8231826,16.0397398993,20.1031746032,8.5725387142,-12.6359734181,156,35,-295,184,-26,5,74,-193,-168,137,181,-45,-169,-6,-33,17,88,-9,126,2869
8232821,8232820,16.9388566270,22.5769841270,7.0000278638,-12.6381553638,143,49,-280,181,-15,-3,82,-196,-170,137,168,-43,-165,-13,-40,21,86,-9,124,2869
8300519,8300518,57.2113661431,64.0531746032,5.8742308378,-12.7160392979,237,140,-303,161,-88,-149,192,-262,-165,83,227,-43,-160,11,-115,16,200,-44,146,2881
8300771,8300770,53.2327789453,59.6365079365,6.3117034748,-12.7154324660,225,141,-299,161,-83,-149,190,-265,-165,89,221,-40,-159,12,-112,16,199,-45,145,2881
8300881,8300880,51.2687233856,57.7123015873,6.2713390166,-12.7149172184,222,138,-300,161,-80,-153,193,-263,-162,88,220,-39,-159,16,-114,14,200,-46,143,2881
8300959,8300958,50.6102679352,57.0710317460,6.2521833798,-12.7129471906,221,144,-300,157,-85,-155,193,-265,-162,87,219,-40,-160,18,-117,15,199,-47,146,2881
8303857,8303856,34.5139900941,40.7746031746,6.4585145100,-12.7191275905,179,133,-284,148,-70,-159,208,-259,-145,85,210,-21,-146,16,-123,11,200,-38,137,2881
8303861,8303860,33.8190995245,40.1246031746,6.4136236996,-12.7191273497,177,133,-283,148,-70,-159,208,-259,-144,85,210,-21,-146,16,-123,11,200,-38,136,2881
8303863,8303862,33.1048124856,39.3150793651,6.5088617948,-12.7191286743,176,132,-283,148,-69,-160,208,-259,-144,85,210,-21,-145,16,-123,11,200,-38,136,2881
8304917,8304916,41.9690987341,50.1888888889,4.5029773232,-12.7227674781,183,132,-275,167,-65,-147,202,-250,-156,79,204,-12,-143,14,-125,14,196,-40,139,2881
8315387,8315386,47.8847723775,53.2456349206,7.3775045666,-12.7383671097,206,172,-298,153,-130,-167,245,-287,-164,60,240,32,-164,1,-144,21,212,-53,152,2883
8315513,8315512,48.1322718823,53.5202380952,7.3484292651,-12.7363954780,204,172,-294,158,-130,-165,241,-288,-168,60,242,33,-165,1,-145,18,210,-53,153,2883
8315651,8315650,45.5356579375,50.7023809524,7.5705447939,-12.7372678088,200,167,-282,157,-127,-173,234,-291,-169,59,239,35,-165,1,-145,15,209,-51,153,2883
8319877,8319876,36.2388388004,35.8726190476,13.1043471506,-12.7381273978,229,132,-347,140,-121,-177,259,-297,-178,55,258,56,-171,29,-131,5,219,-57,151,2884
8319881,8319880,35.7882907248,35.3269841270,13.1992142808,-12.7379076830,228,133,-348,140,-121,-178,260,-298,-178,55,258,56,-170,29,-131,5,219,-57,152,2884
8321311,8321310,43.3750938990,43.7325396825,12.3823622744,-12.7398080579,230,159,-347,158,-134,-185,248,-302,-178,68,256,47,-186,21,-129,3,222,-47,148,2884
8321389,8321388,43.5201771992,43.6428571429,12.6175955862,-12.7402755298,231,160,-353,163,-133,-188,250,-303,-181,68,257,48,-183,19,-129,3,221,-49,149,2884
8321393,8321392,42.8673548825,43.0250000000,12.5831072557,-12.7407523732,230,160,-353,162,-133,-189,251,-303,-180,67,257,48,-182,19,-130,3,221,-49,149,2884
8323457,8323456,56.3097345194,60.0420634921,9.0054718065,-12.7378007791,237,189,-345,170,-139,-163,248,-320,-182,66,238,43,-197,10,-130,21,217,-41,158,2885
8323789,8323788,55.4565472336,58.0178571429,10.1811774494,-12.7424873587,238,184,-351,173,-132,-167,245,-318,-186,64,241,48,-196,13,-127,22,216,-40,158,2885
8323883,8323882,55.1370434709,57.8178571429,10.0615373343,-12.7423510062,239,183,-352,174,-130,-167,243,-318,-190,65,243,47,-197,12,-128,22,214,-40,160,2885
8323891,8323890,54.9443472046,57.6833333333,10.0031542787,-12.7421404075,239,183,-352,176,-131,-168,242,-318,-191,64,243,46,-197,11,-127,22,214,-40,160,2885
8323933,8323932,54.8942473797,58.0003968254,9.6349758123,-12.7411252580,236,189,-349,174,-131,-170,241,-320,-190,62,240,48,-196,10,-127,21,215,-39,161,2885
8324051,8324050,54.3444234841,57.2833333333,9.8019888434,-12.7408986926,237,187,-349,170,-131,-168,240,-321,-188,66,242,48,-197,11,-127,20,215,-37,162,2885
8324171,8324170,58.1118223707,61.2948412698,9.5591872049,-12.7422061041,246,186,-349,174,-130,-170,239,-322,-194,70,238,45,-195,7,-127,19,214,-38,162,2885
8327243,8327242,58.9928852419,61.4984126984,10.2441778274,-12.7497052839,233,164,-328,200,-96,-167,244,-334,-212,78,225,39,-195,7,-139,15,210,-18,157,2885
8327261,8327260,58.9951187496,61.2694444444,10.4762259664,-12.7505516612,234,166,-331,200,-97,-168,243,-335,-213,79,226,38,-195,7,-138,14,210,-18,158,2885
8332651,8332650,51.5588574446,50.8444444444,13.4696369602,-12.7552239600,215,160,-341,182,-99,-126,242,-332,-200,91,247,40,-231,30,-136,9,219,-19,152,2886
8332663,8332662,52.7989644334,52.1710317460,13.3834380698,-12.7555053825,218,160,-341,181,-100,-127,243,-331,-199,92,247,41,-230,30,-137,9,219,-19,151,2886
8333599,8333598,52.7136294182,49.4988095238,15.9728566525,-12.7580367581,237,146,-350,177,-113,-134,239,-339,-198,87,257,52,-227,34,-134,8,224,-11,153,2886
8333623,8333622,51.5271030432,48.2432539683,16.0412020950,-12.7573530200,234,148,-349,176,-113,-134,237,-341,-198,86,257,51,-226,35,-133,9,225,-12,154,2886
8333629,8333628,51.7495653836,48.3087301587,16.1979372137,-12.7571019888,235,148,-349,176,-114,-135,236,-341,-198,86,258,51,-225,35,-133,9,225,-12,154,2886
8333683,8333682,53.5805594310,50.6388888889,15.6990163622,-12.7573458201,236,152,-348,175,-112,-133,238,-343,-200,84,255,51,-228,35,-134,11,225,-12,155,2886
8333687,8333686,53.3305420317,50.3888888889,15.6990163622,-12.7573632194,236,152,-349,175,-112,-133,238,-343,-200,84,255,51,-228,35,-134,11,225,-12,155,2886
8333749,8333748,52.0230712017,49.2194444444,15.5612684788,-12.7576417215,234,152,-348,175,-114,-133,235,-344,-196,85,256,47,-227,34,-133,10,226,-10,152,2886
8334311,8334310,57.4797244128,54.7162698413,15.5263018457,-12.7628472741,246,156,-351,166,-105,-138,237,-346,-197,93,249,48,-230,35,-134,4,227,-14,157,2886
8334449,8334448,56.6290858533,53.4964285714,15.8944835962,-12.7618263144,250,147,-350,163,-103,-143,237,-345,-193,90,246,48,-226,37,-132,5,227,-10,153,2886
8335571,8335570,62.0534807444,58.9944444444,15.8134141080,-12.7543778081,249,171,-346,165,-107,-140,234,-362,-202,93,232,59,-231,43,-130,6,231,-14,163,2887
8335583,8335582,61.3952878639,58.2456349206,15.9037623835,-12.7541094403,250,169,-349,165,-107,-139,235,-362,-203,93,233,58,-232,43,-130,6,231,-14,164,2887
8335721,8335720,65.0262678236,62.3460317460,15.4319459540,-12.7517098764,253,174,-350,171,-107,-141,236,-358,-206,94,233,55,-230,40,-129,5,228,-14,168,2887
8336491,8336490,65.6674396563,59.7380952381,18.6908404720,-12.7614960539,266,184,-368,160,-132,-150,244,-366,-210,100,247,48,-222,37,-133,6,243,-6,172,2887
8336617,8336616,63.3287805103,56.6726190476,19.4147667655,-12.7586053028,264,182,-370,158,-135,-149,241,-363,-211,102,250,52,-225,39,-130,5,242,-9,175,2887
8338333,8338332,63.9352993954,58.6448412698,18.0485547945,-12.7580966689,275,172,-355,144,-138,-142,217,-349,-213,106,246,61,-238,32,-129,4,237,-12,170,2887
8338367,8338366,62.6928377766,57.2773809524,18.1737556899,-12.7582988656,275,170,-356,146,-140,-145,217,-348,-215,106,245,60,-237,33,-128,4,239,-13,172,2887
8338651,8338650,57.7894087460,52.0055555556,18.5501976273,-12.7663444369,270,161,-361,148,-131,-147,220,-349,-219,105,244,56,-238,35,-126,2,240,-10,178,2887
8342549,8342548,38.0242445025,32.6920634921,18.0944329461,-12.7622519357,225,149,-327,127,-112,-177,234,-344,-202,101,218,51,-210,48,-142,-3,226,4,171,2888
8342827,8342826,39.5468519574,34.2432539683,18.0691863682,-12.7655883791,230,147,-327,129,-107,-183,229,-347,-199,101,219,49,-208,50,-138,-5,225,5,167,2888
8342837,8342836,40.0783493417,34.7920634921,18.0520190238,-12.7657331741,232,146,-327,129,-107,-184,230,-347,-200,101,219,49,-208,51,-139,-6,225,5,167,2888
8342947,8342946,40.4164083650,35.7162698413,17.4675932910,-12.7674547673,226,157,-326,131,-108,-187,231,-349,-197,102,215,49,-206,47,-137,-5,225,7,164,2888
8343053,8343052,41.8329887001,37.8920634921,16.7090762475,-12.7681510394,231,158,-330,131,-110,-184,232,-347,-198,100,215,49,-206,48,-139,-8,223,5,164,2888
8343263,8343262,40.5661521225,37.5813492063,15.7534391259,-12.7686362097,228,147,-328,130,-98,-172,235,-341,-200,102,211,47,-206,49,-138,-8,219,5,166,2888
8343659,8343658,39.5024164192,37.8285714286,14.4455070407,-12.7716620500,219,155,-325,119,-93,-165,234,-339,-184,108,205,44,-212,47,-135,-5,218,1,164,2888
8343887,8343886,40.4150258238,38.5623015873,14.6208643770,-12.7681401406,213,164,-319,115,-92,-167,233,-341,-179,104,201,44,-206,48,-133,0,215,0,160,2888
8344067,8344066,41.2053444664,39.1170634921,14.8534449697,-12.7651639954,214,169,-323,118,-94,-170,231,-341,-181,106,201,45,-204,44,-132,3,216,2,162,2888
8363153,8363152,37.2006529477,32.8674603175,17.1248678827,-12.7916752525,223,87,-346,157,-85,-165,266,-256,-196,99,223,89,-222,42,-151,-10,207,23,180,2891
8363183,8363182,38.6863734347,34.5988095238,16.8794448279,-12.7918809170,228,86,-347,155,-85,-162,265,-255,-198,97,223,89,-224,43,-150,-11,206,22,181,2891
8376469,8376468,41.8873350464,41.7591269841,12.9308656020,-12.8026575397,211,152,-373,101,-87,-137,277,-235,-158,67,200,92,-241,50,-131,11,165,-11,167,2894
8379719,8379718,34.1105907679,35.9460317460,10.9784635333,-12.8139045115,196,172,-368,88,-127,-141,284,-223,-144,71,205,86,-241,35,-132,-5,165,-16,153,2894
8382113,8382112,49.2613075424,52.5190476190,9.5545611395,-12.8123012162,216,194,-362,112,-136,-152,264,-231,-150,75,195,93,-247,29,-140,0,174,-18,146,2895
8382359,8382358,48.3912707844,51.4714285714,9.7332008698,-12.8133586569,209,199,-354,107,-141,-150,260,-228,-145,78,194,94,-247,31,-138,5,173,-18,145,2895
8382443,8382442,48.8369553226,52.2932539683,9.3566529671,-12.8129516127,208,203,-354,105,-140,-148,257,-227,-143,79,191,91,-246,30,-139,5,173,-16,144,2895
8383171,8383170,42.6863706990,45.6785714286,9.8179854437,-12.8101861733,205,190,-360,95,-142,-137,262,-222,-140,79,194,89,-242,23,-139,0,174,-15,147,2895
8383267,8383266,44.3623676852,47.1845238095,9.9848102795,-12.8069664038,207,193,-360,97,-145,-139,263,-225,-139,83,193,90,-243,21,-138,0,176,-14,147,2895
8385757,8385756,39.2650158278,41.3079365079,10.7707815979,-12.8137022781,203,192,-366,111,-169,-138,268,-226,-154,86,215,74,-241,32,-131,-6,185,-15,145,2895
8386153,8386152,39.5008386552,41.6710317460,10.6427861582,-12.8129792490,204,185,-350,113,-173,-141,265,-229,-158,88,220,74,-244,29,-127,-8,183,-22,143,2895
8387473,8387472,43.4717893805,43.1436507937,13.1422361074,-12.8140975206,223,183,-364,104,-185,-136,266,-238,-157,88,236,87,-246,33,-134,2,183,-21,151,2896
8387507,8387506,41.7274608885,41.2285714286,13.3133791121,-12.8144896522,217,186,-364,102,-182,-137,268,-240,-156,87,235,88,-244,34,-134,1,183,-21,152,2896
8387543,8387542,41.3042154354,40.6107142857,13.5074423684,-12.8139412187,216,189,-364,101,-186,-138,269,-243,-155,86,237,87,-242,35,-135,0,185,-22,151,2896
8387671,8387670,38.6565981809,37.5420634921,13.9280537295,-12.8135190406,214,186,-362,95,-185,-142,266,-242,-152,84,236,85,-239,38,-131,-1,187,-22,149,2896
8387921,8387920,42.5860079304,41.0503968254,14.3521310649,-12.8165199599,222,192,-360,94,-191,-149,265,-248,-152,85,236,87,-236,40,-130,-5,188,-25,150,2896
8388673,8388672,48.0824543926,45.2000000000,15.6994874883,-12.8170330957,228,202,-362,100,-188,-168,256,-252,-143,82,230,99,-229,33,-126,4,183,-21,150,2896
8407471,8407470,66.0646102214,74.6841269841,4.2164830499,-12.8359998126,237,276,-404,126,-209,-116,308,-289,-150,62,200,100,-238,-23,-135,-3,170,-19,142,2899
8407591,8407590,71.9560592679,81.5523809524,3.2409644623,-12.8372861467,244,286,-408,127,-208,-117,316,-288,-153,59,199,101,-239,-26,-140,-3,168,-20,146,2899
8570447,8570446,-3.2148939454,11.1265873016,-1.3385443752,-13.0029368717,264,-232,-386,148,59,-36,337,-95,-129,-1,89,177,-208,-6,-53,-42,25,43,108,2927
8570951,8570950,-7.0133944836,7.8015873016,-1.8128327561,-13.0021490291,256,-236,-379,146,65,-36,334,-92,-132,-1,92,175,-206,-7,-52,-49,27,36,101,2927
8570963,8570962,-6.6694708961,8.0948412698,-1.7621377022,-13.0021744637,256,-234,-380,147,64,-37,333,-91,-132,0,93,175,-205,-8,-51,-48,27,35,101,2927
8571067,8571066,-10.3683610892,4.2234126984,-1.5880887656,-13.0036850220,257,-245,-380,148,63,-41,329,-88,-132,1,94,175,-207,-10,-53,-49,30,33,101,2927
8571151,8571150,-9.8771863188,4.8301587302,-1.7047510114,-13.0025940375,256,-239,-382,148,64,-40,328,-95,-130,0,94,176,-208,-10,-52,-51,31,33,101,2927
8571181,8571180,-11.3999662292,3.5123015873,-1.9089911418,-13.0032766747,254,-239,-385,148,64,-41,331,-95,-128,1,93,175,-210,-9,-53,-51,31,32,101,2927
8571509,8571508,-14.6970956943,0.1988095238,-1.8959389841,-12.9999662340,251,-249,-378,144,67,-43,331,-90,-130,-1,93,168,-208,-5,-57,-47,30,35,100,2927
8571581,8571580,-13.8261425119,1.3940476190,-2.2199570828,-13.0002330482,247,-245,-374,152,65,-40,327,-93,-130,-3,95,166,-209,-7,-54,-48,31,37,97,2927
8584231,8584230,-19.4906254911,-6.1686507937,-0.3030201479,-13.0189545496,315,-239,-428,76,28,-123,341,-92,-117,-2,118,171,-192,-3,-68,-49,38,18,87,2929
8584273,8584272,-19.5604916222,-5.8075396825,-0.7343197235,-13.0186322161,315,-240,-425,76,27,-123,341,-91,-117,-3,119,169,-191,-3,-69,-51,38,16,86,2929
8584943,8584942,-15.5623462537,0.2996031746,-2.8535197453,-13.0084296830,319,-234,-424,77,26,-110,341,-94,-114,1,118,157,-207,-7,-65,-51,38,19,80,2930
8584951,8584950,-16.2614733171,-0.3753968254,-2.8781677205,-13.0079087712,317,-234,-423,78,26,-110,340,-94,-114,1,118,157,-207,-7,-64,-52,38,19,80,2930
8585177,8585176,-18.2404312782,-1.7853174603,-3.4443732722,-13.0107405457,310,-232,-429,76,28,-95,345,-92,-114,2,121,156,-217,-11,-66,-49,42,20,80,2930
8585387,8585386,-12.2175360425,4.2023809524,-3.4078001365,-13.0121168584,322,-232,-434,82,22,-96,350,-87,-114,4,123,154,-218,-13,-67,-47,41,19,80,2930
8585513,8585512,-13.0252147858,3.4027777778,-3.4152668826,-13.0127256810,320,-233,-429,81,21,-98,347,-86,-112,4,121,155,-221,-15,-64,-51,39,21,77,2930
9433763,9433762,-20.2486427752,11.8333333333,-18.6277796390,-13.4541964696,-48,-58,182,77,2,-77,-24,273,-224,-128,13,29,197,-32,-170,10,-133,-45,89,3071
9433777,9433776,-20.3243732529,11.3944444444,-18.2646889630,-13.4541287343,-48,-58,181,75,2,-77,-24,274,-223,-127,14,29,198,-31,-169,10,-132,-44,89,3071
9479207,9479206,-35.3613186034,-2.5797619048,-19.3214383125,-13.4601183861,-130,-103,285,77,63,10,-161,351,-207,-121,-6,44,232,-36,-141,39,-182,-2,75,3078
9479711,9479710,-28.1719609402,4.4436507937,-19.1513252160,-13.4642865179,-117,-99,284,76,64,4,-162,356,-208,-116,-2,38,234,-39,-140,45,-187,-2,80,3078
9479741,9479740,-28.2612849964,4.4563492063,-19.2517778084,-13.4658563943,-119,-101,285,78,67,3,-160,358,-206,-114,-3,38,235,-39,-142,45,-188,-2,80,3078
9480703,9480702,-34.8374761560,-3.3218253968,-18.0513833845,-13.4642673747,-118,-116,284,67,61,-9,-149,359,-202,-123,2,50,243,-45,-139,52,-184,-3,73,3079
9511559,9511558,-35.5617897721,2.4984126984,-24.5926904426,-13.4675120279,-64,-192,315,19,81,-13,-170,347,-130,-130,8,51,187,-14,-200,18,-166,-31,48,3084
9511693,9511692,-36.4064524614,1.2821428571,-24.2199048256,-13.4686904930,-64,-192,314,17,77,-15,-167,348,-131,-128,11,52,184,-15,-201,14,-164,-27,50,3084
9513457,9513456,-36.4689300909,0.8793650794,-23.8775502780,-13.4707448923,-63,-202,329,3,88,-8,-174,341,-128,-110,8,35,182,-19,-193,5,-163,-41,47,3084
9515647,9515646,-42.8190246755,-5.0821428571,-24.2711612669,-13.4657205514,-78,-212,335,23,82,-6,-175,342,-127,-116,2,38,180,-18,-196,0,-145,-46,45,3084
9515659,9515658,-43.4533551393,-5.7753968254,-24.2122921990,-13.4656661149,-80,-211,334,22,83,-5,-174,341,-126,-115,2,39,180,-19,-196,0,-145,-46,45,3084
9515749,9515748,-45.0551746866,-7.8817460317,-23.7045477495,-13.4688809053,-81,-215,331,20,87,-1,-176,340,-126,-114,5,40,177,-17,-194,1,-145,-46,46,3084
9516173,9516172,-48.6764941484,-11.7063492063,-23.4957608262,-13.4743841159,-87,-224,335,23,83,4,-178,347,-126,-120,4,39,178,-15,-196,7,-150,-44,45,3084
9543799,9543798,-24.0232910505,20.1726190476,-30.7199175410,-13.4759925571,-58,-205,321,33,143,5,-169,345,-111,-120,-26,67,141,-44,-208,-18,-134,-60,49,3089
9543811,9543810,-25.0415247128,19.2337301587,-30.7999563775,-13.4752984940,-60,-206,322,31,145,5,-169,346,-110,-121,-27,67,141,-43,-208,-18,-134,-60,48,3089
9544523,9544522,-15.9609092753,28.2003968254,-30.6849232128,-13.4763828879,-37,-195,307,30,143,5,-175,340,-115,-125,-33,63,136,-49,-202,-7,-129,-53,53,3089
9544999,9544998,-18.6007315842,24.9115079365,-30.0362317249,-13.4760077958,-38,-202,299,35,143,-2,-171,344,-109,-124,-29,63,141,-50,-208,-4,-130,-41,49,3089
9545057,9545056,-18.8802266669,24.4551587302,-29.8587135944,-13.4766718026,-38,-206,302,36,145,-5,-171,346,-111,-121,-30,65,141,-53,-208,-4,-131,-41,50,3089
9545077,9545076,-18.3915462352,24.8567460317,-29.7719408388,-13.4763514282,-38,-204,303,39,142,-6,-173,344,-111,-123,-30,65,143,-54,-207,-4,-129,-41,49,3089
9555127,9555126,-37.4166973837,1.4464285714,-25.3818091372,-13.4813168179,-31,-284,291,0,160,25,-167,360,-105,-137,-33,61,149,-40,-207,24,-98,-21,61,3091
9555137,9555136,-37.5338402444,1.1757936508,-25.2278043684,-13.4818295268,-30,-284,290,0,159,24,-167,359,-106,-137,-32,62,149,-39,-207,24,-98,-21,61,3091
9555151,9555150,-37.8449858611,0.8230158730,-25.1867130680,-13.4812886661,-32,-283,293,-2,159,24,-168,358,-104,-138,-33,63,150,-38,-207,23,-97,-21,60,3091
9563171,9563170,-47.0105724190,-6.0361111111,-27.4919017245,-13.4825595834,-44,-307,301,-46,184,14,-147,410,-76,-135,-56,57,184,-42,-241,33,-98,-2,30,3092
9583169,9583168,-102.1536947652,-67.5075396825,-21.1625684386,-13.4835866441,-135,-342,377,-143,151,-18,-131,389,-11,-100,-49,87,181,-10,-242,32,-87,-47,26,3095
9583177,9583176,-103.7080014606,-69.1214285714,-21.1031663525,-13.4834065367,-138,-344,379,-144,152,-18,-132,390,-10,-100,-50,88,181,-9,-242,32,-87,-47,26,3095
9583261,9583260,-103.8770753382,-69.2694444444,-21.1266542278,-13.4809766660,-135,-348,378,-145,156,-21,-133,392,-12,-100,-50,90,181,-8,-242,32,-89,-48,27,3095
9583297,9583296,-103.9691750097,-69.4551587302,-21.0336291826,-13.4803870970,-135,-348,379,-144,154,-23,-135,395,-13,-98,-49,89,181,-8,-240,30,-90,-47,27,3095
9590767,9590766,-110.2058866154,-80.1722222222,-16.5514556418,-13.4822087515,-63,-407,302,-183,157,-21,-150,412,-21,-69,-32,62,184,27,-228,11,-105,-48,33,3096
9591649,9591648,-104.6531893661,-73.2825396825,-17.8870228393,-13.4836268443,-40,-427,293,-175,151,-4,-146,419,-21,-74,-20,65,174,27,-226,15,-110,-56,31,3097
9593819,9593818,-94.6046685117,-63.2234126984,-17.8980783876,-13.4831774257,-10,-415,279,-165,137,-15,-155,418,-44,-75,-14,62,175,29,-233,4,-106,-45,36,3097
